时间,欧元兑美元
1985-12-13,0.8651
1985-12-16,0.8628
1985-12-17,0.8698
1985-12-18,0.8664
1985-12-19,0.8665
1985-12-20,0.8654
1985-12-23,0.869
1985-12-24,0.8687
1985-12-27,0.8796
1985-12-30,0.8839
1985-12-31,0.8902
1986-01-02,0.8872
1986-01-03,0.8839
1986-01-06,0.8883
1986-01-07,0.8941
1986-01-08,0.8896
1986-01-09,0.8856
1986-01-10,0.8904
1986-01-13,0.8767
1986-01-14,0.8809
1986-01-15,0.8861
1986-01-16,0.8845
1986-01-17,0.8846
1986-01-20,0.8811
1986-01-21,0.888
1986-01-22,0.8932
1986-01-23,0.8886
1986-01-24,0.8968
1986-01-27,0.9051
1986-01-28,0.9068
1986-01-29,0.9108
1986-01-30,0.9139
1986-01-31,0.9098
1986-02-03,0.9079
1986-02-04,0.8992
1986-02-05,0.911
1986-02-06,0.9129
1986-02-07,0.9045
1986-02-10,0.9113
1986-02-11,0.9156
1986-02-12,0.9204
1986-02-13,0.9233
1986-02-14,0.9264
1986-02-17,0.9297
1986-02-18,0.9271
1986-02-19,0.9499
1986-02-20,0.9432
1986-02-21,0.9431
1986-02-24,0.9499
1986-02-25,0.9631
1986-02-26,0.972
1986-02-27,0.9756
1986-02-28,0.9744
1986-03-03,0.9765
1986-03-04,0.9851
1986-03-05,0.9717
1986-03-06,0.9649
1986-03-07,0.9734
1986-03-10,0.9527
1986-03-11,0.96
1986-03-12,0.9547
1986-03-13,0.948
1986-03-14,0.9611
1986-03-17,0.9676
1986-03-18,0.9667
1986-03-19,0.9616
1986-03-20,0.965
1986-03-21,0.9677
1986-03-24,0.9514
1986-03-25,0.9301
1986-03-26,0.9336
1986-03-27,0.9334
1986-04-01,0.9334
1986-04-02,0.9207
1986-04-03,0.9087
1986-04-04,0.8983
1986-04-07,0.8993
1986-04-08,0.9232
1986-04-09,0.928
1986-04-10,0.9257
1986-04-11,0.9385
1986-04-14,0.9326
1986-04-15,0.932
1986-04-16,0.9555
1986-04-17,0.9689
1986-04-18,0.9715
1986-04-21,0.9764
1986-04-22,0.9801
1986-04-23,0.9828
1986-04-24,0.9788
1986-04-25,0.9878
1986-04-28,0.9945
1986-04-29,0.9929
1986-04-30,0.9938
1986-05-01,0.9793
1986-05-02,0.979
1986-05-06,0.9747
1986-05-07,0.9846
1986-05-08,0.9826
1986-05-09,0.9861
1986-05-12,0.9751
1986-05-13,0.9793
1986-05-14,0.9765
1986-05-15,0.9695
1986-05-16,0.9642
1986-05-19,0.9581
1986-05-20,0.9567
1986-05-21,0.9434
1986-05-22,0.9401
1986-05-23,0.9416
1986-05-26,0.9448
1986-05-27,0.9416
1986-05-28,0.9348
1986-05-29,0.925
1986-05-30,0.9244
1986-06-02,0.9419
1986-06-03,0.9444
1986-06-04,0.9562
1986-06-05,0.9618
1986-06-06,0.9581
1986-06-09,0.9675
1986-06-10,0.97
1986-06-11,0.9718
1986-06-12,0.97
1986-06-13,0.9714
1986-06-16,0.9599
1986-06-17,0.9548
1986-06-18,0.9581
1986-06-19,0.9542
1986-06-20,0.9472
1986-06-23,0.9618
1986-06-24,0.9675
1986-06-25,0.9642
1986-06-26,0.9714
1986-06-27,0.9746
1986-06-30,0.9826
1986-07-01,0.9799
1986-07-02,0.9842
1986-07-03,0.985
1986-07-04,0.9826
1986-07-07,0.9807
1986-07-08,0.9779
1986-07-09,0.9804
1986-07-10,0.9765
1986-07-11,0.9742
1986-07-14,0.9804
1986-07-15,0.9861
1986-07-16,0.9889
1986-07-17,0.9861
1986-07-18,0.9983
1986-07-21,0.9912
1986-07-22,0.9912
1986-07-23,0.9912
1986-07-24,0.9846
1986-07-25,0.994
1986-07-28,1.0003
1986-07-29,1.0003
1986-07-30,1.0082
1986-07-31,1.0092
1986-08-01,1.0102
1986-08-04,1.0063
1986-08-05,1.0134
1986-08-06,1.0163
1986-08-07,1.0148
1986-08-08,1.0216
1986-08-11,1.0154
1986-08-12,1.0159
1986-08-13,1.0205
1986-08-14,1.0183
1986-08-15,1.0159
1986-08-18,1.023
1986-08-19,1.0257
1986-08-20,1.0243
1986-08-21,1.0262
1986-08-22,1.0254
1986-08-25,1.023
1986-08-26,1.0243
1986-08-27,1.0234
1986-08-28,1.0276
1986-08-29,1.0328
1986-09-01,1.031
1986-09-02,1.0348
1986-09-03,1.0325
1986-09-04,1.0268
1986-09-05,1.0145
1986-09-08,1.0177
1986-09-09,1.0161
1986-09-10,1.0058
1986-09-11,1.0161
1986-09-12,1.0218
1986-09-15,1.0213
1986-09-16,1.0284
1986-09-17,1.0446
1986-09-18,1.0446
1986-09-19,1.0256
1986-09-22,1.0184
1986-09-23,1.0184
1986-09-24,1.0161
1986-09-25,1.0161
1986-09-26,1.0252
1986-09-29,1.0266
1986-09-30,1.0266
1986-10-01,1.0332
1986-10-02,1.0393
1986-10-03,1.0421
1986-10-06,1.036
1986-10-07,1.036
1986-10-08,1.0336
1986-10-09,1.0421
1986-10-10,1.046
1986-10-13,1.0473
1986-10-14,1.0498
1986-10-15,1.0498
1986-10-16,1.0473
1986-10-17,1.0421
1986-10-20,1.0413
1986-10-21,1.0432
1986-10-22,1.0393
1986-10-23,1.0213
1986-10-24,1.0132
1986-10-27,1.0198
1986-10-28,1.0233
1986-10-29,1.0096
1986-10-30,1.0076
1986-10-31,1.0076
1986-11-03,1.0104
1986-11-04,1.0076
1986-11-05,1.0096
1986-11-06,1.0085
1986-11-07,1.0184
1986-11-10,1.0218
1986-11-11,1.0252
1986-11-12,1.0266
1986-11-13,1.0341
1986-11-14,1.0298
1986-11-17,1.0298
1986-11-18,1.0326
1986-11-19,1.0318
1986-11-20,1.0266
1986-11-21,1.0266
1986-11-24,1.0393
1986-11-25,1.0413
1986-11-26,1.0398
1986-11-27,1.0498
1986-11-28,1.054
1986-12-01,1.0498
1986-12-02,1.0473
1986-12-03,1.0413
1986-12-04,1.0374
1986-12-05,1.0284
1986-12-08,1.0252
1986-12-09,1.0307
1986-12-10,1.0284
1986-12-11,1.0247
1986-12-12,1.0284
1986-12-15,1.0266
1986-12-16,1.0284
1986-12-17,1.0307
1986-12-18,1.0326
1986-12-19,1.046
1986-12-22,1.0512
1986-12-23,1.0498
1986-12-26,1.0616
1986-12-29,1.0607
1986-12-30,1.0734
1987-01-02,1.0807
1987-01-05,1.0748
1987-01-06,1.0784
1987-01-07,1.074
1987-01-08,1.074
1987-01-09,1.0774
1987-01-12,1.0908
1987-01-13,1.1003
1987-01-14,1.1139
1987-01-15,1.1226
1987-01-16,1.121
1987-01-19,1.1395
1987-01-20,1.1213
1987-01-21,1.1177
1987-01-22,1.1356
1987-01-23,1.1316
1987-01-26,1.1309
1987-01-27,1.1395
1987-01-28,1.1584
1987-01-29,1.1512
1987-01-30,1.125
1987-02-02,1.1348
1987-02-03,1.1459
1987-02-04,1.1383
1987-02-05,1.121
1987-02-06,1.1131
1987-02-09,1.1339
1987-02-10,1.1467
1987-02-11,1.1324
1987-02-12,1.1324
1987-02-13,1.1267
1987-02-16,1.1332
1987-02-17,1.1367
1987-02-18,1.1267
1987-02-19,1.1253
1987-02-20,1.129
1987-02-23,1.1272
1987-02-24,1.1267
1987-02-25,1.1288
1987-02-26,1.1332
1987-02-27,1.1303
1987-03-02,1.1303
1987-03-03,1.1279
1987-03-04,1.1281
1987-03-05,1.1281
1987-03-06,1.1294
1987-03-09,1.1188
1987-03-10,1.1188
1987-03-11,1.1117
1987-03-12,1.1186
1987-03-13,1.1203
1987-03-16,1.1289
1987-03-17,1.1318
1987-03-18,1.1316
1987-03-19,1.1322
1987-03-20,1.1325
1987-03-23,1.1402
1987-03-24,1.1375
1987-03-25,1.1325
1987-03-26,1.1346
1987-03-27,1.1419
1987-03-30,1.1509
1987-03-31,1.1474
1987-04-01,1.1331
1987-04-02,1.1433
1987-04-03,1.1376
1987-04-06,1.1373
1987-04-07,1.1361
1987-04-08,1.1375
1987-04-09,1.1423
1987-04-10,1.1462
1987-04-13,1.1512
1987-04-14,1.1562
1987-04-15,1.1483
1987-04-16,1.1476
1987-04-17,1.1447
1987-04-20,1.1481
1987-04-21,1.141
1987-04-22,1.1402
1987-04-23,1.1505
1987-04-24,1.1647
1987-04-27,1.1582
1987-04-28,1.1584
1987-04-29,1.1631
1987-04-30,1.1584
1987-05-01,1.1691
1987-05-04,1.1696
1987-05-05,1.1689
1987-05-06,1.1727
1987-05-07,1.1663
1987-05-08,1.1596
1987-05-11,1.159
1987-05-12,1.1576
1987-05-13,1.1569
1987-05-14,1.1648
1987-05-15,1.1682
1987-05-18,1.1654
1987-05-19,1.172
1987-05-20,1.169
1987-05-21,1.1678
1987-05-22,1.1641
1987-05-25,1.1641
1987-05-26,1.1411
1987-05-27,1.1397
1987-05-28,1.1418
1987-05-29,1.1401
1987-06-01,1.1354
1987-06-02,1.1574
1987-06-03,1.1439
1987-06-04,1.1403
1987-06-05,1.1404
1987-06-08,1.1489
1987-06-09,1.1605
1987-06-10,1.1576
1987-06-11,1.1574
1987-06-12,1.1469
1987-06-15,1.1366
1987-06-16,1.1369
1987-06-17,1.1324
1987-06-18,1.1368
1987-06-19,1.133
1987-06-22,1.1265
1987-06-23,1.129
1987-06-24,1.1411
1987-06-25,1.1339
1987-06-26,1.134
1987-06-29,1.1311
1987-06-30,1.1339
1987-07-01,1.1332
1987-07-02,1.1315
1987-07-03,1.1275
1987-07-06,1.1303
1987-07-07,1.126
1987-07-08,1.1282
1987-07-09,1.1289
1987-07-10,1.1239
1987-07-13,1.1258
1987-07-14,1.121
1987-07-15,1.1347
1987-07-16,1.1289
1987-07-17,1.115
1987-07-20,1.1153
1987-07-21,1.1174
1987-07-22,1.1139
1987-07-23,1.1164
1987-07-24,1.1215
1987-07-27,1.1181
1987-07-28,1.1194
1987-07-29,1.1167
1987-07-30,1.1181
1987-07-31,1.1153
1987-08-03,1.1052
1987-08-04,1.0988
1987-08-05,1.1031
1987-08-06,1.1002
1987-08-07,1.0956
1987-08-10,1.0959
1987-08-11,1.0949
1987-08-12,1.0973
1987-08-13,1.0973
1987-08-14,1.1035
1987-08-17,1.1081
1987-08-18,1.125
1987-08-19,1.1325
1987-08-20,1.1289
1987-08-21,1.1397
1987-08-24,1.1376
1987-08-25,1.1316
1987-08-26,1.1351
1987-08-27,1.144
1987-08-28,1.143
1987-08-31,1.1382
1987-09-01,1.1447
1987-09-02,1.1527
1987-09-03,1.1559
1987-09-04,1.1525
1987-09-07,1.1562
1987-09-08,1.1548
1987-09-09,1.1483
1987-09-10,1.1469
1987-09-11,1.146
1987-09-14,1.1397
1987-09-15,1.1454
1987-09-16,1.1437
1987-09-17,1.1411
1987-09-18,1.1488
1987-09-21,1.1462
1987-09-22,1.1376
1987-09-23,1.1382
1987-09-24,1.1418
1987-09-25,1.1397
1987-09-28,1.1352
1987-09-29,1.1275
1987-09-30,1.1259
1987-10-01,1.1273
1987-10-02,1.1239
1987-10-05,1.1287
1987-10-06,1.1324
1987-10-07,1.1382
1987-10-08,1.1433
1987-10-09,1.1448
1987-10-12,1.1448
1987-10-13,1.1389
1987-10-14,1.1505
1987-10-15,1.1519
1987-10-16,1.1541
1987-10-19,1.1683
1987-10-20,1.1448
1987-10-21,1.1418
1987-10-22,1.1411
1987-10-23,1.1656
1987-10-26,1.1656
1987-10-27,1.1778
1987-10-28,1.1914
1987-10-29,1.1875
1987-10-30,1.1912
1987-11-02,1.2043
1987-11-03,1.2001
1987-11-04,1.2092
1987-11-05,1.2302
1987-11-06,1.2345
1987-11-09,1.2409
1987-11-10,1.2358
1987-11-11,1.2335
1987-11-12,1.222
1987-11-13,1.222
1987-11-16,1.2137
1987-11-17,1.2201
1987-11-18,1.2257
1987-11-19,1.2237
1987-11-20,1.2259
1987-11-23,1.2309
1987-11-24,1.2346
1987-11-25,1.2345
1987-11-26,1.2367
1987-11-27,1.2474
1987-11-30,1.2575
1987-12-01,1.2453
1987-12-02,1.2518
1987-12-03,1.2386
1987-12-04,1.2358
1987-12-07,1.2294
1987-12-08,1.2388
1987-12-09,1.2425
1987-12-10,1.2626
1987-12-11,1.2647
1987-12-14,1.2632
1987-12-15,1.2625
1987-12-16,1.2668
1987-12-17,1.2747
1987-12-18,1.2625
1987-12-21,1.268
1987-12-22,1.2676
1987-12-23,1.2604
1987-12-24,1.2654
1987-12-25,1.2884
1987-12-28,1.2891
1987-12-29,1.2913
1987-12-30,1.2913
1987-12-31,1.3113
1988-01-04,1.297
1988-01-05,1.2615
1988-01-06,1.253
1988-01-07,1.2446
1988-01-08,1.2588
1988-01-11,1.2588
1988-01-12,1.264
1988-01-13,1.2611
1988-01-14,1.2666
1988-01-15,1.2252
1988-01-18,1.2281
1988-01-19,1.2314
1988-01-20,1.2479
1988-01-21,1.2414
1988-01-22,1.2388
1988-01-25,1.228
1988-01-26,1.2342
1988-01-27,1.2388
1988-01-28,1.2381
1988-01-29,1.2278
1988-02-01,1.2207
1988-02-02,1.2273
1988-02-03,1.2201
1988-02-04,1.2266
1988-02-05,1.213
1988-02-08,1.2148
1988-02-09,1.2187
1988-02-10,1.2187
1988-02-11,1.2195
1988-02-12,1.2062
1988-02-15,1.2084
1988-02-16,1.2073
1988-02-17,1.213
1988-02-18,1.2058
1988-02-19,1.2086
1988-02-22,1.2159
1988-02-23,1.2194
1988-02-24,1.218
1988-02-25,1.2201
1988-02-26,1.2237
1988-02-29,1.2228
1988-03-01,1.2244
1988-03-02,1.2172
1988-03-03,1.2192
1988-03-04,1.223
1988-03-07,1.2351
1988-03-08,1.2425
1988-03-09,1.2402
1988-03-10,1.2424
1988-03-11,1.2474
1988-03-14,1.2431
1988-03-15,1.2388
1988-03-16,1.2353
1988-03-17,1.225
1988-03-18,1.223
1988-03-21,1.2263
1988-03-22,1.225
1988-03-23,1.2256
1988-03-24,1.2346
1988-03-25,1.2381
1988-03-28,1.2515
1988-03-29,1.2438
1988-03-30,1.2474
1988-03-31,1.2515
1988-04-01,1.2529
1988-04-04,1.2551
1988-04-05,1.2425
1988-04-06,1.2372
1988-04-07,1.2381
1988-04-08,1.2389
1988-04-11,1.2331
1988-04-12,1.228
1988-04-13,1.2244
1988-04-14,1.2474
1988-04-15,1.2482
1988-04-18,1.2503
1988-04-19,1.248
1988-04-20,1.2453
1988-04-21,1.2438
1988-04-22,1.2396
1988-04-25,1.2386
1988-04-26,1.2379
1988-04-27,1.2393
1988-04-28,1.2417
1988-04-29,1.2367
1988-05-02,1.2367
1988-05-03,1.235
1988-05-04,1.2352
1988-05-05,1.2295
1988-05-06,1.2338
1988-05-09,1.2352
1988-05-10,1.2374
1988-05-11,1.2346
1988-05-12,1.2295
1988-05-13,1.2351
1988-05-16,1.2309
1988-05-17,1.2187
1988-05-18,1.2228
1988-05-19,1.2223
1988-05-20,1.2223
1988-05-23,1.2237
1988-05-24,1.2231
1988-05-25,1.2207
1988-05-26,1.2194
1988-05-27,1.2144
1988-05-30,1.2093
1988-05-31,1.202
1988-06-01,1.2029
1988-06-02,1.2036
1988-06-03,1.2005
1988-06-06,1.2093
1988-06-07,1.2121
1988-06-08,1.2026
1988-06-09,1.2101
1988-06-10,1.2065
1988-06-13,1.2056
1988-06-14,1.1879
1988-06-15,1.1849
1988-06-16,1.1871
1988-06-17,1.1869
1988-06-20,1.1805
1988-06-21,1.1836
1988-06-22,1.1663
1988-06-23,1.1641
1988-06-24,1.1444
1988-06-27,1.1381
1988-06-28,1.136
1988-06-29,1.1403
1988-06-30,1.1426
1988-07-01,1.1381
1988-07-04,1.133
1988-07-05,1.1411
1988-07-06,1.1426
1988-07-07,1.139
1988-07-08,1.1315
1988-07-11,1.128
1988-07-12,1.131
1988-07-13,1.126
1988-07-14,1.1189
1988-07-15,1.1038
1988-07-18,1.1088
1988-07-19,1.121
1988-07-20,1.1188
1988-07-21,1.1323
1988-07-22,1.1381
1988-07-25,1.1259
1988-07-26,1.1203
1988-07-27,1.1267
1988-07-28,1.1165
1988-07-29,1.1088
1988-08-01,1.1153
1988-08-02,1.1095
1988-08-03,1.1115
1988-08-04,1.1085
1988-08-05,1.0994
1988-08-08,1.0981
1988-08-09,1.0864
1988-08-10,1.093
1988-08-11,1.1038
1988-08-12,1.1079
1988-08-15,1.1067
1988-08-16,1.1016
1988-08-17,1.0901
1988-08-18,1.0966
1988-08-19,1.0971
1988-08-22,1.0915
1988-08-23,1.0872
1988-08-24,1.103
1988-08-25,1.1124
1988-08-26,1.1145
1988-08-29,1.1078
1988-08-30,1.1108
1988-08-31,1.1052
1988-09-01,1.1059
1988-09-02,1.1173
1988-09-05,1.1158
1988-09-06,1.1237
1988-09-07,1.1239
1988-09-08,1.1211
1988-09-09,1.1186
1988-09-12,1.1216
1988-09-13,1.1174
1988-09-14,1.1045
1988-09-15,1.1052
1988-09-16,1.1066
1988-09-19,1.1088
1988-09-20,1.11
1988-09-21,1.1053
1988-09-22,1.103
1988-09-23,1.1038
1988-09-26,1.1015
1988-09-27,1.103
1988-09-28,1.1045
1988-09-29,1.1016
1988-09-30,1.1093
1988-10-03,1.1138
1988-10-04,1.1117
1988-10-05,1.1117
1988-10-06,1.1108
1988-10-07,1.1124
1988-10-10,1.1174
1988-10-11,1.1181
1988-10-12,1.1302
1988-10-13,1.1418
1988-10-14,1.1476
1988-10-17,1.1454
1988-10-18,1.144
1988-10-19,1.1431
1988-10-20,1.151
1988-10-21,1.1631
1988-10-24,1.1533
1988-10-25,1.1567
1988-10-26,1.1655
1988-10-27,1.1648
1988-10-28,1.1684
1988-10-31,1.1596
1988-11-01,1.1631
1988-11-02,1.1678
1988-11-03,1.1649
1988-11-04,1.1576
1988-11-07,1.1655
1988-11-08,1.1588
1988-11-09,1.1753
1988-11-10,1.1807
1988-11-11,1.1911
1988-11-14,1.1862
1988-11-15,1.1879
1988-11-16,1.2065
1988-11-17,1.2015
1988-11-18,1.1915
1988-11-21,1.1986
1988-11-22,1.2049
1988-11-23,1.2058
1988-11-24,1.207
1988-11-25,1.2065
1988-11-28,1.1943
1988-11-29,1.1972
1988-11-30,1.2
1988-12-01,1.1998
1988-12-02,1.2064
1988-12-05,1.2043
1988-12-06,1.1963
1988-12-07,1.1813
1988-12-08,1.1955
1988-12-09,1.1957
1988-12-12,1.1928
1988-12-13,1.1857
1988-12-14,1.1921
1988-12-15,1.1821
1988-12-16,1.1812
1988-12-19,1.177
1988-12-20,1.1663
1988-12-21,1.1742
1988-12-22,1.1706
1988-12-23,1.1713
1988-12-26,1.1705
1988-12-27,1.1684
1988-12-28,1.1599
1988-12-29,1.1627
1988-12-30,1.1734
1989-01-02,1.1727
1989-01-03,1.1763
1989-01-04,1.1634
1989-01-05,1.1555
1989-01-06,1.1452
1989-01-09,1.1426
1989-01-10,1.1354
1989-01-11,1.1409
1989-01-12,1.1397
1989-01-13,1.1297
1989-01-16,1.1217
1989-01-17,1.1267
1989-01-18,1.1143
1989-01-19,1.1246
1989-01-20,1.1354
1989-01-23,1.1382
1989-01-24,1.1316
1989-01-25,1.1332
1989-01-26,1.1287
1989-01-27,1.1193
1989-01-30,1.1217
1989-01-31,1.1128
1989-02-01,1.1124
1989-02-02,1.1116
1989-02-03,1.1109
1989-02-06,1.1138
1989-02-07,1.1132
1989-02-08,1.1145
1989-02-09,1.1275
1989-02-10,1.1145
1989-02-13,1.1196
1989-02-14,1.1315
1989-02-15,1.1315
1989-02-16,1.1332
1989-02-17,1.1338
1989-02-20,1.1296
1989-02-21,1.1296
1989-02-22,1.1338
1989-02-23,1.139
1989-02-24,1.1418
1989-02-27,1.1375
1989-02-28,1.1383
1989-03-01,1.1289
1989-03-02,1.1232
1989-03-03,1.126
1989-03-06,1.1216
1989-03-07,1.121
1989-03-08,1.1152
1989-03-09,1.1207
1989-03-10,1.1167
1989-03-13,1.1138
1989-03-14,1.1182
1989-03-15,1.1124
1989-03-16,1.1138
1989-03-17,1.1095
1989-03-20,1.1138
1989-03-21,1.1116
1989-03-22,1.1157
1989-03-23,1.1117
1989-03-24,1.1109
1989-03-27,1.1059
1989-03-28,1.098
1989-03-29,1.0994
1989-03-30,1.1006
1989-03-31,1.0973
1989-04-03,1.1103
1989-04-04,1.1128
1989-04-05,1.1122
1989-04-06,1.1109
1989-04-07,1.1081
1989-04-10,1.1052
1989-04-11,1.1028
1989-04-12,1.1052
1989-04-13,1.1102
1989-04-14,1.1157
1989-04-17,1.1174
1989-04-18,1.1217
1989-04-19,1.1167
1989-04-20,1.1232
1989-04-21,1.1231
1989-04-24,1.1167
1989-04-25,1.1131
1989-04-26,1.1065
1989-04-27,1.1073
1989-04-28,1.1052
1989-05-01,1.1001
1989-05-02,1.0993
1989-05-03,1.0993
1989-05-04,1.0986
1989-05-05,1.097
1989-05-08,1.0902
1989-05-09,1.0901
1989-05-10,1.0949
1989-05-11,1.0872
1989-05-12,1.0842
1989-05-15,1.0736
1989-05-16,1.0743
1989-05-17,1.0556
1989-05-18,1.0568
1989-05-19,1.0525
1989-05-22,1.0341
1989-05-23,1.0332
1989-05-24,1.0338
1989-05-25,1.0489
1989-05-26,1.0484
1989-05-29,1.0355
1989-05-30,1.0433
1989-05-31,1.0469
1989-06-01,1.0484
1989-06-02,1.0671
1989-06-05,1.046
1989-06-06,1.0506
1989-06-07,1.0506
1989-06-08,1.0528
1989-06-09,1.0317
1989-06-12,1.0269
1989-06-13,1.0283
1989-06-14,1.019
1989-06-15,1.0291
1989-06-16,1.0434
1989-06-19,1.047
1989-06-20,1.0413
1989-06-21,1.0563
1989-06-22,1.0621
1989-06-23,1.0635
1989-06-26,1.0549
1989-06-27,1.0585
1989-06-28,1.0535
1989-06-29,1.0528
1989-06-30,1.0585
1989-07-03,1.0714
1989-07-04,1.0765
1989-07-05,1.1002
1989-07-06,1.0995
1989-07-07,1.1053
1989-07-10,1.11
1989-07-11,1.0981
1989-07-12,1.1042
1989-07-13,1.0937
1989-07-14,1.082
1989-07-17,1.0873
1989-07-18,1.0915
1989-07-19,1.082
1989-07-20,1.0873
1989-07-21,1.0844
1989-07-24,1.093
1989-07-25,1.1013
1989-07-26,1.1115
1989-07-27,1.1066
1989-07-28,1.1045
1989-07-31,1.1131
1989-08-01,1.1181
1989-08-02,1.1153
1989-08-03,1.1059
1989-08-04,1.0851
1989-08-07,1.0813
1989-08-08,1.0956
1989-08-09,1.0936
1989-08-10,1.0886
1989-08-11,1.07
1989-08-14,1.0634
1989-08-15,1.0669
1989-08-16,1.069
1989-08-17,1.0555
1989-08-18,1.0605
1989-08-21,1.06
1989-08-22,1.0707
1989-08-23,1.0626
1989-08-24,1.0607
1989-08-25,1.0586
1989-08-28,1.0571
1989-08-29,1.0708
1989-08-30,1.0628
1989-08-31,1.0569
1989-09-01,1.0491
1989-09-04,1.0484
1989-09-05,1.0434
1989-09-06,1.0506
1989-09-07,1.0492
1989-09-08,1.0403
1989-09-11,1.0448
1989-09-12,1.0448
1989-09-13,1.0528
1989-09-14,1.0506
1989-09-15,1.0555
1989-09-18,1.0636
1989-09-19,1.0614
1989-09-20,1.0677
1989-09-21,1.0663
1989-09-22,1.062
1989-09-25,1.0901
1989-09-26,1.0928
1989-09-27,1.0994
1989-09-28,1.0959
1989-09-29,1.1009
1989-10-02,1.0974
1989-10-03,1.0928
1989-10-04,1.0951
1989-10-05,1.0951
1989-10-06,1.0916
1989-10-09,1.0898
1989-10-10,1.0777
1989-10-11,1.0729
1989-10-12,1.078
1989-10-13,1.1007
1989-10-16,1.098
1989-10-17,1.0994
1989-10-18,1.1095
1989-10-19,1.1115
1989-10-20,1.105
1989-10-23,1.1109
1989-10-24,1.1186
1989-10-25,1.1194
1989-10-26,1.1124
1989-10-27,1.1194
1989-10-30,1.1175
1989-10-31,1.1136
1989-11-01,1.1096
1989-11-02,1.1124
1989-11-03,1.1095
1989-11-06,1.1093
1989-11-07,1.1146
1989-11-08,1.1138
1989-11-09,1.1095
1989-11-10,1.1016
1989-11-13,1.1052
1989-11-14,1.1181
1989-11-15,1.1143
1989-11-16,1.1117
1989-11-17,1.1116
1989-11-20,1.1138
1989-11-21,1.125
1989-11-22,1.126
1989-11-23,1.1232
1989-11-24,1.1317
1989-11-27,1.1369
1989-11-28,1.1446
1989-11-29,1.1388
1989-11-30,1.1426
1989-12-01,1.1382
1989-12-04,1.139
1989-12-05,1.1448
1989-12-06,1.1512
1989-12-07,1.1476
1989-12-08,1.1503
1989-12-11,1.1568
1989-12-12,1.1725
1989-12-13,1.1728
1989-12-14,1.1706
1989-12-15,1.1799
1989-12-18,1.177
1989-12-19,1.1703
1989-12-20,1.1749
1989-12-21,1.1775
1989-12-22,1.1884
1989-12-25,1.1884
1989-12-26,1.1936
1989-12-27,1.2008
1989-12-28,1.1986
1989-12-29,1.1913
1990-01-02,1.1835
1990-01-03,1.1771
1990-01-04,1.2063
1990-01-05,1.1979
1990-01-08,1.2158
1990-01-09,1.2109
1990-01-10,1.2079
1990-01-11,1.2086
1990-01-12,1.2051
1990-01-15,1.2005
1990-01-16,1.2015
1990-01-17,1.2043
1990-01-18,1.1885
1990-01-19,1.1892
1990-01-22,1.1813
1990-01-23,1.2012
1990-01-24,1.2044
1990-01-25,1.2078
1990-01-26,1.2073
1990-01-29,1.2142
1990-01-30,1.2151
1990-01-31,1.2079
1990-02-01,1.2152
1990-02-02,1.2122
1990-02-05,1.2281
1990-02-06,1.2288
1990-02-07,1.2266
1990-02-08,1.2221
1990-02-09,1.2215
1990-02-12,1.2173
1990-02-13,1.217
1990-02-14,1.2158
1990-02-15,1.2041
1990-02-16,1.2185
1990-02-19,1.2172
1990-02-20,1.2242
1990-02-21,1.222
1990-02-22,1.2237
1990-02-23,1.2185
1990-02-26,1.2122
1990-02-27,1.2099
1990-02-28,1.2005
1990-03-01,1.1914
1990-03-02,1.1907
1990-03-05,1.2021
1990-03-06,1.1986
1990-03-07,1.2035
1990-03-08,1.2
1990-03-09,1.1962
1990-03-12,1.1891
1990-03-13,1.1904
1990-03-14,1.1914
1990-03-15,1.2007
1990-03-16,1.1994
1990-03-19,1.2065
1990-03-20,1.1936
1990-03-21,1.1898
1990-03-22,1.1964
1990-03-23,1.1912
1990-03-26,1.1957
1990-03-27,1.1936
1990-03-28,1.1956
1990-03-29,1.207
1990-03-30,1.2058
1990-04-02,1.2015
1990-04-03,1.2044
1990-04-04,1.2034
1990-04-05,1.203
1990-04-06,1.2065
1990-04-09,1.2079
1990-04-10,1.2206
1990-04-11,1.2216
1990-04-12,1.2215
1990-04-13,1.2207
1990-04-16,1.2165
1990-04-17,1.2171
1990-04-18,1.2206
1990-04-19,1.2164
1990-04-20,1.2115
1990-04-23,1.2043
1990-04-24,1.2051
1990-04-25,1.2187
1990-04-26,1.2172
1990-04-27,1.218
1990-04-30,1.2185
1990-05-01,1.218
1990-05-02,1.2151
1990-05-03,1.2165
1990-05-04,1.2292
1990-05-07,1.2359
1990-05-08,1.235
1990-05-09,1.2489
1990-05-10,1.2522
1990-05-11,1.2453
1990-05-14,1.2444
1990-05-15,1.2414
1990-05-16,1.241
1990-05-17,1.241
1990-05-18,1.241
1990-05-21,1.2323
1990-05-22,1.2279
1990-05-23,1.2249
1990-05-24,1.2187
1990-05-25,1.2207
1990-05-28,1.2237
1990-05-29,1.2266
1990-05-30,1.2194
1990-05-31,1.2114
1990-06-01,1.2092
1990-06-04,1.2164
1990-06-05,1.2184
1990-06-06,1.2165
1990-06-07,1.213
1990-06-08,1.2108
1990-06-11,1.2135
1990-06-12,1.2187
1990-06-13,1.2164
1990-06-14,1.2244
1990-06-15,1.2179
1990-06-18,1.23
1990-06-19,1.2342
1990-06-20,1.2302
1990-06-21,1.2302
1990-06-22,1.2315
1990-06-25,1.2295
1990-06-26,1.2345
1990-06-27,1.2393
1990-06-28,1.2373
1990-06-29,1.2359
1990-07-02,1.246
