时间,期货持仓量:沪深300指数期货
2006-10-30,3176
2006-10-31,7552
2006-11-01,11584
2006-11-02,16194
2006-11-03,23115
2006-11-06,33799
2006-11-07,32324
2006-11-08,35533
2006-11-09,33209
2006-11-10,40975
2006-11-13,51116
2006-11-14,49793
2006-11-15,48067
2006-11-16,50370
2006-11-17,33068
2006-11-20,42205
2006-11-21,50537
2006-11-22,57851
2006-11-23,66598
2006-11-24,69942
2006-11-27,70085
2006-11-28,75797
2006-11-29,80174
2006-11-30,78385
2006-12-01,86344
2006-12-04,83554
2006-12-05,100872
2006-12-06,96289
2006-12-07,97169
2006-12-08,88213
2006-12-11,90824
2006-12-12,98695
2006-12-13,102806
2006-12-14,103379
2006-12-15,66972
2006-12-18,76134
2006-12-19,79257
2006-12-20,86701
2006-12-21,89447
2006-12-22,91603
2006-12-25,92960
2006-12-26,94561
2006-12-27,94179
2006-12-28,96432
2006-12-29,95031
2007-01-04,85151
2007-01-05,86708
2007-01-08,85829
2007-01-09,82359
2007-01-10,89150
2007-01-11,92273
2007-01-12,91595
2007-01-15,95329
2007-01-16,89377
2007-01-17,99721
2007-01-18,98152
2007-01-19,78578
2007-01-22,91060
2007-01-23,87469
2007-01-24,87583
2007-01-25,87497
2007-01-26,82874
2007-01-29,81852
2007-01-30,82414
2007-01-31,78871
2007-02-01,75560
2007-02-02,73398
2007-02-05,74309
2007-02-06,74053
2007-02-07,75988
2007-02-08,77796
2007-02-09,78694
2007-02-12,79321
2007-02-13,79184
2007-02-14,80267
2007-02-15,79012
2007-02-16,59846
2007-02-26,61969
2007-02-27,58767
2007-02-28,59824
2007-03-01,59823
2007-03-02,59524
2007-03-05,59641
2007-03-06,61434
2007-03-07,59971
2007-03-08,60747
2007-03-09,61436
2007-03-12,61833
2007-03-13,59669
2007-03-14,60911
2007-03-15,60643
2007-03-16,35798
2007-03-19,38707
2007-03-20,40830
2007-03-21,41473
2007-03-22,41410
2007-03-23,45850
2007-03-26,48957
2007-03-27,49303
2007-03-28,50824
2007-03-29,49971
2007-03-30,50466
2007-04-02,52491
2007-04-03,53201
2007-04-04,53223
2007-04-05,54178
2007-04-06,55285
2007-04-09,54871
2007-04-10,56654
2007-04-11,57248
2007-04-12,56694
2007-04-13,55309
2007-04-16,56544
2007-04-17,54233
2007-04-18,55595
2007-04-19,54557
2007-04-20,45752
2007-04-23,47691
2007-04-24,48433
2007-04-25,52107
2007-04-26,52576
2007-04-27,53790
2007-04-30,53261
2007-05-08,54240
2007-05-09,54770
2007-05-10,57756
2007-05-11,55833
2007-05-14,53437
2007-05-15,52060
2007-05-16,52472
2007-05-17,51168
2007-05-18,44559
2007-05-21,47638
2007-05-22,48590
2007-05-23,49378
2007-05-24,48995
2007-05-25,51878
2007-05-28,52269
2007-05-29,53252
2007-05-30,54841
2007-05-31,54315
2007-06-01,55222
2007-06-04,56792
2007-06-05,57609
2007-06-06,58412
2007-06-07,59087
2007-06-08,57987
2007-06-11,58571
2007-06-12,58859
2007-06-13,58345
2007-06-14,58555
2007-06-15,31527
2007-06-18,32376
2007-06-19,33298
2007-06-20,35436
2007-06-21,37924
2007-06-22,40063
2007-06-25,48302
2007-06-26,59053
2007-06-27,63640
2007-06-28,66457
2007-06-29,66159
2007-07-02,70838
2007-07-03,74689
2007-07-04,73200
2007-07-05,67066
2007-07-06,59476
2007-07-09,61492
2007-07-10,63216
2007-07-11,66289
2007-07-12,71249
2007-07-13,70912
2007-07-16,68580
2007-07-17,66688
2007-07-18,67180
2007-07-19,68129
2007-07-20,44118
2007-07-23,44485
2007-07-24,44511
2007-07-25,47280
2007-07-26,46572
2007-07-27,47272
2007-07-30,45235
2007-07-31,45443
2007-08-01,48747
2007-08-02,49346
2007-08-03,50597
2007-08-06,51824
2007-08-07,51298
2007-08-08,54341
2007-08-09,55250
2007-08-10,56448
2007-08-13,57398
2007-08-14,58333
2007-08-15,59504
2007-08-16,59974
2007-08-17,42368
2007-08-20,45758
2007-08-21,47819
2007-08-22,50665
2007-08-23,52660
2007-08-24,54084
2007-08-27,58922
2007-08-28,57941
2007-08-29,61798
2007-08-30,61421
2007-08-31,62082
2007-09-03,59956
2007-09-04,59616
2007-09-05,60668
2007-09-06,63862
2007-09-07,67175
2007-09-10,69220
2007-09-11,65844
2007-09-12,66824
2007-09-13,69704
2007-09-14,69796
2007-09-17,72672
2007-09-18,75294
2007-09-19,77757
2007-09-20,80197
2007-09-21,51539
2007-09-24,65241
2007-09-25,64265
2007-09-26,72639
2007-09-27,75861
2007-09-28,76071
2007-10-08,74859
2007-10-09,78715
2007-10-10,80461
2007-10-11,82932
2007-10-12,83041
2007-10-15,81409
2007-10-16,81305
2007-10-17,85524
2007-10-18,89287
2007-10-19,65025
2007-10-22,70656
2007-10-23,84001
2007-10-24,90703
2007-10-25,89052
2007-10-26,90982
2007-10-29,99400
2007-10-30,112057
2007-10-31,112343
2007-11-01,115488
2007-11-02,117971
2007-11-05,123796
2007-11-06,120917
2007-11-07,126430
2007-11-08,120033
2007-11-09,129480
2007-11-12,148455
2007-11-13,161226
2007-11-14,168787
2007-11-15,183700
2007-11-16,131049
2007-11-19,142999
2007-11-20,146928
2007-11-21,152782
2007-11-22,158056
2007-11-23,161379
2007-11-26,164864
2007-11-27,176234
2007-11-28,183520
2007-11-29,185783
2007-11-30,183663
2007-12-03,186161
2007-12-04,183797
2007-12-05,194287
2007-12-06,189282
2007-12-07,193557
2007-12-10,194583
2007-12-11,202540
2007-12-12,197018
2007-12-13,201542
2007-12-14,211838
2007-12-17,208109
2007-12-18,191797
2007-12-19,192687
2007-12-20,186058
2007-12-21,116156
2007-12-24,129232
2007-12-25,128366
2007-12-26,134470
2007-12-27,132896
2007-12-28,127389
2008-01-02,126445
2008-01-03,127214
2008-01-04,127440
2008-01-07,132712
2008-01-08,132727
2008-01-09,131636
2008-01-10,133184
2008-01-11,133253
2008-01-14,133314
2008-01-15,134655
2008-01-16,137477
2008-01-17,136246
2008-01-18,99000
2008-01-21,104829
2008-01-22,110326
2008-01-23,111073
2008-01-24,113838
2008-01-25,111361
2008-01-28,121856
2008-01-29,120451
2008-01-30,117993
2008-01-31,118355
2008-02-01,116927
2008-02-04,116627
2008-02-05,113536
2008-02-13,115045
2008-02-14,117593
2008-02-15,97205
2008-02-18,101106
2008-02-19,104315
2008-02-20,105660
2008-02-21,110357
2008-02-22,112199
2008-02-25,114992
2008-02-26,116784
2008-02-27,115877
2008-02-28,116293
2008-02-29,117643
2008-03-03,119595
2008-03-04,116266
2008-03-05,119803
2008-03-06,122533
2008-03-07,124287
2008-03-10,124210
2008-03-11,122620
2008-03-12,125071
2008-03-13,122303
2008-03-14,124938
2008-03-17,124771
2008-03-18,124242
2008-03-19,129546
2008-03-20,130712
2008-03-21,69618
2008-03-24,76720
2008-03-25,81017
2008-03-26,84277
2008-03-27,89818
2008-03-28,88830
2008-03-31,90641
2008-04-01,93437
2008-04-02,94499
2008-04-03,99282
2008-04-07,105066
2008-04-08,108431
2008-04-09,108535
2008-04-10,110042
2008-04-11,113609
2008-04-14,109862
2008-04-15,112908
2008-04-16,110975
2008-04-17,112496
2008-04-18,83951
2008-04-21,94160
2008-04-22,93672
2008-04-23,98738
2008-04-24,103487
2008-04-25,102272
2008-04-28,107155
2008-04-29,105911
2008-04-30,109301
2008-05-05,113496
2008-05-06,114161
2008-05-07,114889
2008-05-08,116892
2008-05-09,117770
2008-05-12,120513
2008-05-13,118625
2008-05-14,119917
2008-05-15,120694
2008-05-16,82172
2008-05-19,89634
2008-05-20,94100
2008-05-21,93920
2008-05-22,97459
2008-05-23,96569
2008-05-26,96287
2008-05-27,102295
2008-05-28,102200
2008-05-29,106730
2008-05-30,109079
2008-06-02,115232
2008-06-03,116264
2008-06-04,119559
2008-06-05,126761
2008-06-06,129110
2008-06-10,126983
2008-06-11,121570
2008-06-12,123897
2008-06-13,123568
2008-06-16,122814
2008-06-17,129025
2008-06-18,128772
2008-06-19,127632
2008-06-20,77162
2008-06-23,90444
2008-06-24,93316
2008-06-25,97617
2008-06-26,97582
2008-06-27,101097
2008-06-30,104404
2008-07-01,111459
2008-07-02,117334
2008-07-03,122341
2008-07-04,121303
2008-07-07,121640
2008-07-08,122025
2008-07-09,119153
2008-07-10,116423
2008-07-11,118522
2008-07-14,123154
2008-07-15,121877
2008-07-16,121355
2008-07-17,120624
2008-07-18,103206
2008-07-21,113502
2008-07-22,112601
2008-07-23,115251
2008-07-24,118825
2008-07-25,121218
2008-07-28,127017
2008-07-29,125545
2008-07-30,122857
2008-07-31,112097
2008-08-01,104109
2008-08-04,96263
2008-08-05,98401
2008-08-06,98397
2008-08-07,99127
2008-08-08,107371
2008-08-11,104127
2008-08-12,111989
2008-08-13,116866
2008-08-14,118875
2008-08-15,109388
2008-08-18,114265
2008-08-19,118027
2008-08-20,115619
2008-08-21,116040
2008-08-22,117183
2008-08-25,123497
2008-08-26,120888
2008-08-27,125235
2008-08-28,126505
2008-08-29,129160
2008-09-01,130993
2008-09-02,135795
2008-09-03,134786
2008-09-04,137787
2008-09-05,143692
2008-09-08,141221
2008-09-09,140408
2008-09-10,143082
2008-09-11,143243
2008-09-12,143415
2008-09-16,148550
2008-09-17,155988
2008-09-18,169911
2008-09-19,119374
2008-09-22,124975
2008-09-23,129361
2008-09-24,130212
2008-09-25,123658
2008-09-26,118991
2008-10-06,129036
2008-10-07,125294
2008-10-08,125049
2008-10-09,137155
2008-10-10,133390
2008-10-13,132312
2008-10-14,140111
2008-10-15,129363
2008-10-16,134408
2008-10-17,116598
2008-10-20,126153
2008-10-21,124810
2008-10-22,129472
2008-10-23,129720
2008-10-24,127904
2008-10-27,131160
2008-10-28,131553
2008-10-29,137409
2008-10-30,139929
2008-10-31,134263
2008-11-03,144239
2008-11-04,148670
2008-11-05,147869
2008-11-06,148184
2008-11-07,154510
2008-11-10,154510
2008-11-11,161341
2008-11-12,162399
2008-11-13,162399
2008-11-14,149088
2008-11-17,149276
2008-11-18,152817
2008-11-19,160171
2008-11-20,152624
2008-11-21,126181
2008-11-24,132348
2008-11-25,137775
2008-11-26,151618
2008-11-27,155117
2008-11-28,153232
2008-12-01,156282
2008-12-02,151695
2008-12-03,154879
2008-12-04,145445
2008-12-05,152694
2008-12-08,149021
2008-12-09,147517
2008-12-10,148774
2008-12-11,149212
2008-12-12,154762
2008-12-15,150497
2008-12-16,153163
2008-12-17,155742
2008-12-18,149016
2008-12-19,101109
2008-12-22,109697
2008-12-23,114172
2008-12-24,114618
2008-12-25,111949
2008-12-26,107899
2008-12-29,106349
2008-12-30,110592
2008-12-31,113219
2009-01-05,108574
2009-01-06,114298
2009-01-07,116134
2009-01-08,117802
2009-01-09,116078
2009-01-12,118147
2009-01-13,121094
2009-01-14,124053
2009-01-15,122517
2009-01-16,105273
2009-01-19,106264
2009-01-20,104859
2009-01-21,101078
2009-01-22,99349
2009-01-23,99636
2009-02-02,114795
2009-02-03,118628
2009-02-04,118631
2009-02-05,123875
2009-02-06,120258
2009-02-09,128323
2009-02-10,128427
2009-02-11,128963
2009-02-12,126344
2009-02-13,115184
2009-02-16,117223
2009-02-17,116159
2009-02-18,120001
2009-02-19,99082
2009-02-20,93785
2009-02-23,103549
2009-02-24,94120
2009-02-25,94779
2009-02-26,94325
2009-02-27,96033
2009-03-02,97759
2009-03-03,97037
2009-03-04,99429
2009-03-05,99080
2009-03-06,100264
2009-03-09,101926
2009-03-10,103108
2009-03-11,104658
2009-03-12,104681
2009-03-13,102677
2009-03-16,102540
2009-03-17,105744
2009-03-18,104133
2009-03-19,105862
2009-03-20,74407
2009-03-23,78341
2009-03-24,80767
2009-03-25,85492
2009-03-26,90817
2009-03-27,88380
2009-03-30,89215
2009-03-31,89922
2009-04-01,90540
2009-04-02,92034
2009-04-03,95328
2009-04-07,99290
2009-04-08,101749
2009-04-09,98369
2009-04-10,104864
2009-04-13,100758
2009-04-14,103121
2009-04-15,104269
2009-04-16,103461
2009-04-17,93980
2009-04-20,98541
2009-04-21,95753
2009-04-22,99082
2009-04-23,103341
2009-04-24,103783
2009-04-27,104699
2009-04-28,105346
2009-04-29,106749
2009-04-30,106900
2009-05-04,110330
2009-05-05,109982
2009-05-06,108024
2009-05-07,110850
2009-05-08,111818
2009-05-11,113321
2009-05-12,112978
2009-05-13,112726
2009-05-14,111048
2009-05-15,92099
2009-05-18,98529
2009-05-19,96337
2009-05-20,100209
2009-05-21,100435
2009-05-22,104664
2009-05-25,105822
2009-05-26,106855
2009-05-27,107437
2009-06-01,113761
2009-06-02,114267
2009-06-03,115675
2009-06-04,119003
2009-06-05,114956
2009-06-08,114361
2009-06-09,106866
2009-06-10,105821
2009-06-11,104333
2009-06-12,107648
2009-06-15,101770
2009-06-16,104229
2009-06-17,105106
2009-06-18,99976
2009-06-19,68812
2009-06-22,75607
2009-06-23,78284
2009-06-24,78676
2009-06-25,78116
2009-06-26,80598
2009-06-29,84159
2009-06-30,81046
2009-07-01,81311
2009-07-02,78675
2009-07-03,77926
2009-07-06,82202
2009-07-07,84963
2009-07-08,92242
2009-07-09,90960
2009-07-10,86145
2009-07-13,89980
2009-07-14,88078
2009-07-15,86141
2009-07-16,86437
2009-07-17,70785
2009-07-20,74609
2009-07-21,77352
2009-07-22,81271
2009-07-23,83783
2009-07-24,84336
2009-07-27,81829
2009-07-28,82298
2009-07-29,83382
2009-07-30,86080
2009-07-31,82980
2009-08-03,82935
2009-08-04,83769
2009-08-05,82728
2009-08-06,86346
2009-08-07,89860
2009-08-10,88707
2009-08-11,88193
2009-08-12,89067
2009-08-13,88097
2009-08-14,92773
2009-08-17,94007
2009-08-18,95106
2009-08-19,91619
2009-08-20,92906
2009-08-21,79321
2009-08-24,88569
2009-08-25,90211
2009-08-26,89238
2009-08-27,89319
2009-08-28,90876
2009-08-31,90811
2009-09-01,91459
2009-09-02,96845
2009-09-03,93526
2009-09-04,92609
2009-09-07,93103
2009-09-08,90437
2009-09-09,91552
2009-09-10,90658
2009-09-11,90845
2009-09-14,91274
2009-09-15,97921
2009-09-16,100287
2009-09-17,98046
2009-09-18,66922
2009-09-21,69961
2009-09-22,74653
2009-09-23,77730
2009-09-24,78794
2009-09-25,79992
2009-09-28,81426
2009-09-29,81501
2009-09-30,76969
2009-10-09,78354
2009-10-12,82355
2009-10-13,81824
2009-10-14,80005
2009-10-15,82910
2009-10-16,70511
2009-10-19,79083
2009-10-20,83648
2009-10-21,83698
2009-10-22,83821
2009-10-23,85609
2009-10-26,83228
2009-10-27,85619
2009-10-28,90826
2009-10-29,94402
2009-10-30,94453
2009-11-02,91221
2009-11-03,96001
2009-11-04,97679
2009-11-05,94272
2009-11-06,101201
2009-11-09,95427
2009-11-10,94850
2009-11-11,86627
2009-11-12,85815
2009-11-13,95286
2009-11-16,100667
2009-11-17,100110
2009-11-18,97932
2009-11-19,91813
2009-11-20,81491
2009-11-23,81599
2009-11-24,82599
2009-11-25,88349
2009-11-26,88183
2009-11-27,87289
2009-11-30,86298
2009-12-01,86594
2009-12-02,85591
2009-12-03,88328
2009-12-04,86539
2009-12-07,86559
2009-12-08,91353
2009-12-09,86047
2009-12-10,87413
2009-12-11,89475
2009-12-14,87991
2009-12-15,88407
2009-12-16,90799
2009-12-17,96756
2009-12-18,68152
2009-12-21,74725
2009-12-22,75964
2009-12-23,75509
2009-12-24,79841
2009-12-25,76360
2009-12-28,76381
2009-12-29,77438
2009-12-30,78504
2009-12-31,80595
2010-01-04,78271
2010-01-05,78110
2010-01-06,80073
2010-01-07,80695
2010-01-08,82676
2010-01-11,82138
2010-01-12,85962
2010-01-13,95632
2010-01-14,96970
2010-01-15,80039
2010-01-18,83333
2010-01-19,89734
2010-01-20,91075
2010-01-21,96488
2010-01-22,102729
2010-01-25,110072
2010-01-26,112868
2010-01-27,121017
2010-01-28,121502
2010-01-29,130110
2010-02-01,155172
2010-02-02,160764
2010-02-03,174881
2010-02-04,171799
2010-02-05,172491
2010-02-08,179585
2010-02-09,187380
2010-02-10,189508
2010-02-11,194816
2010-02-12,193715
2010-02-22,162105
2010-02-23,182735
2010-02-24,188506
2010-02-25,193089
2010-02-26,196476
2010-03-01,191910
2010-03-02,198685
2010-03-03,199576
2010-03-04,200963
2010-03-05,205629
2010-03-08,209471
2010-03-09,215022
2010-03-10,225234
2010-03-11,223926
2010-03-12,228149
2010-03-15,235013
2010-03-16,235945
2010-03-17,235449
2010-03-18,238688
2010-03-19,136055
2010-03-22,155852
2010-03-23,165656
2010-03-24,170546
2010-03-25,182626
2010-03-26,181290
2010-03-29,180532
2010-03-30,185233
2010-03-31,196296
2010-04-01,199337
2010-04-02,133074
2010-04-06,140750
2010-04-07,146795
2010-04-08,154124
2010-04-16,3590
2010-04-19,5120
2010-04-20,5750
2010-04-21,6319
2010-04-22,6716
2010-04-23,7222
2010-04-26,8687
2010-04-27,9307
2010-04-28,9067
2010-04-29,11020
2010-04-30,10918
2010-05-04,11017
2010-05-05,12786
2010-05-06,14101
2010-05-07,12114
2010-05-10,14141
2010-05-11,14211
2010-05-12,14352
2010-05-13,15072
2010-05-14,13862
2010-05-17,15146
2010-05-18,15378
2010-05-19,16036
2010-05-20,17869
2010-05-21,15932
2010-05-24,18754
2010-05-25,18799
2010-05-26,18659
2010-05-27,19982
2010-05-28,20589
2010-05-31,22592
2010-06-01,21800
2010-06-02,23300
2010-06-03,23699
2010-06-04,21672
2010-06-07,21667
2010-06-08,23308
2010-06-09,24818
2010-06-10,23289
2010-06-11,22298
2010-06-17,24352
2010-06-18,23386
2010-06-21,26294
2010-06-22,24623
2010-06-23,24244
2010-06-24,24280
2010-06-25,24467
2010-06-28,26927
2010-06-29,30903
2010-06-30,28785
2010-07-01,30819
2010-07-02,31782
2010-07-05,30953
2010-07-06,31308
2010-07-07,30081
2010-07-08,30175
2010-07-09,30526
2010-07-12,30159
2010-07-13,27439
2010-07-14,30425
2010-07-15,29569
2010-07-16,26291
2010-07-19,29364
2010-07-20,28649
2010-07-21,29956
2010-07-22,31362
2010-07-23,29552
2010-07-26,31767
2010-07-27,30190
2010-07-28,34250
2010-07-29,31996
2010-07-30,30851
2010-08-02,34275
2010-08-03,30850
2010-08-04,33573
2010-08-05,30498
2010-08-06,33963
2010-08-09,31679
2010-08-10,29767
2010-08-11,29276
2010-08-12,29391
2010-08-13,30413
2010-08-16,32498
2010-08-17,31651
2010-08-18,34426
2010-08-19,35786
2010-08-20,31039
2010-08-23,32623
2010-08-24,31536
2010-08-25,32712
2010-08-26,33965
2010-08-27,31482
2010-08-30,34617
2010-08-31,32836
2010-09-01,34031
2010-09-02,31889
2010-09-03,30120
2010-09-06,33279
2010-09-07,34894
2010-09-08,34362
2010-09-09,32271
2010-09-10,34060
2010-09-13,32446
2010-09-14,29494
2010-09-15,31830
2010-09-16,31744
2010-09-17,27499
2010-09-20,29551
2010-09-21,27858
2010-09-27,28665
2010-09-28,26153
2010-09-29,25813
2010-09-30,25182
2010-10-08,28475
2010-10-11,27962
2010-10-12,29168
2010-10-13,30491
2010-10-14,29923
2010-10-15,32470
2010-10-18,33239
2010-10-19,36456
2010-10-20,37004
2010-10-21,38151
2010-10-22,38800
2010-10-25,40400
2010-10-26,39594
2010-10-27,41150
2010-10-28,41468
2010-10-29,37679
2010-11-01,40906
2010-11-02,41415
2010-11-03,40405
2010-11-04,41535
2010-11-05,41535
2010-11-08,42825
2010-11-09,41672
2010-11-10,41707
2010-11-11,42125
2010-11-12,34900
2010-11-15,35825
2010-11-16,33380
2010-11-17,36609
2010-11-18,35812
2010-11-19,31047
2010-11-22,30306
2010-11-23,28278
2010-11-24,29628
2010-11-25,27570
2010-11-26,26288
2010-11-29,27890
2010-11-30,26733
2010-12-01,26938
2010-12-02,30236
2010-12-03,28071
2010-12-06,29271
2010-12-07,30009
2010-12-08,29739
2010-12-09,32210
2010-12-10,32597
2010-12-13,35143
2010-12-14,35983
2010-12-15,33063
2010-12-16,32114
2010-12-17,29475
2010-12-20,29703
2010-12-21,31394
2010-12-22,29223
2010-12-23,30742
2010-12-24,31210
2010-12-27,33688
2010-12-28,35123
2010-12-29,35093
2010-12-30,33220
2010-12-31,29805
2011-01-04,30446
2011-01-05,28949
2011-01-06,31905
2011-01-07,29570
2011-01-10,34405
2011-01-11,34551
2011-01-12,32645
2011-01-13,33185
2011-01-14,36476
2011-01-17,40092
2011-01-18,37241
2011-01-19,35706
2011-01-20,34708
2011-01-21,32379
2011-01-24,34178
2011-01-25,36560
2011-01-26,36312
2011-01-27,34864
2011-01-28,32383
2011-01-31,33991
2011-02-01,32716
2011-02-09,33576
2011-02-10,35297
2011-02-11,32690
2011-02-14,36107
2011-02-15,36335
2011-02-16,38903
2011-02-17,37108
2011-02-18,35693
2011-02-21,38677
2011-02-22,34976
2011-02-23,36071
2011-02-24,33516
2011-02-25,33477
2011-02-28,35336
2011-03-01,34857
2011-03-02,35091
2011-03-03,37477
2011-03-04,40097
2011-03-07,42898
2011-03-08,41131
2011-03-09,43262
2011-03-10,43417
2011-03-11,41784
2011-03-14,41378
2011-03-15,34609
2011-03-16,32234
2011-03-17,32029
2011-03-18,32510
2011-03-21,33462
2011-03-22,35069
2011-03-23,35031
2011-03-24,33467
2011-03-25,36489
2011-03-28,36327
2011-03-29,36834
2011-03-30,39439
2011-03-31,37433
2011-04-01,36431
2011-04-06,37615
2011-04-07,35557
2011-04-08,37083
2011-04-11,36604
2011-04-12,36048
2011-04-13,39311
2011-04-14,36344
2011-04-15,35457
2011-04-18,36204
2011-04-19,36452
2011-04-20,39418
2011-04-21,38317
2011-04-22,38114
2011-04-25,39122
2011-04-26,41730
2011-04-27,41966
2011-04-28,45221
2011-04-29,44585
2011-05-03,43422
2011-05-04,42423
2011-05-05,42318
2011-05-06,39676
2011-05-09,38436
2011-05-10,38160
2011-05-11,37232
2011-05-12,37582
2011-05-13,39482
2011-05-16,38698
2011-05-17,37750
2011-05-18,37744
2011-05-19,37869
2011-05-20,34545
2011-05-23,38810
2011-05-24,38536
2011-05-25,39120
2011-05-26,40340
2011-05-27,45369
2011-05-30,45204
2011-05-31,44796
2011-06-01,41863
2011-06-02,40446
2011-06-03,38839
2011-06-07,38564
2011-06-08,38223
2011-06-09,40186
2011-06-10,41767
2011-06-13,42420
2011-06-14,39305
2011-06-15,39234
2011-06-16,40610
2011-06-17,37859
2011-06-20,38777
2011-06-21,36849
2011-06-22,35379
2011-06-23,34448
2011-06-24,35899
2011-06-27,36391
2011-06-28,36113
2011-06-29,36119
2011-06-30,37179
2011-07-01,36691
2011-07-04,37732
2011-07-05,36098
2011-07-06,38174
2011-07-07,37484
2011-07-08,38349
2011-07-11,37855
2011-07-12,36524
2011-07-13,36187
2011-07-14,36283
2011-07-15,36199
2011-07-18,38576
2011-07-19,38809
2011-07-20,39386
2011-07-21,40585
2011-07-22,40326
2011-07-25,40618
2011-07-26,40922
2011-07-27,37376
2011-07-28,36591
2011-07-29,35987
2011-08-01,38043
2011-08-02,37270
2011-08-03,36160
2011-08-04,37118
2011-08-05,33703
2011-08-08,37514
2011-08-09,33016
2011-08-10,31701
2011-08-11,32915
2011-08-12,30580
2011-08-15,31981
2011-08-16,31487
2011-08-17,32050
2011-08-18,33774
2011-08-19,32914
2011-08-22,33907
2011-08-23,34271
2011-08-24,34286
2011-08-25,38008
2011-08-26,33983
2011-08-29,33806
2011-08-30,35563
2011-08-31,35177
2011-09-01,36195
2011-09-02,36694
2011-09-05,39360
2011-09-06,40575
2011-09-07,42491
2011-09-08,41023
2011-09-09,41240
2011-09-13,40760
2011-09-14,38948
2011-09-15,38523
2011-09-16,35585
2011-09-19,37626
2011-09-20,37760
2011-09-21,40940
2011-09-22,38949
2011-09-23,36461
2011-09-26,39750
2011-09-27,38561
2011-09-28,38601
2011-09-29,40377
2011-09-30,37768
2011-10-10,43782
2011-10-11,47122
2011-10-12,44252
2011-10-13,40122
2011-10-14,40706
2011-10-17,40092
2011-10-18,40344
2011-10-19,39891
2011-10-20,40634
2011-10-21,40784
2011-10-24,45867
2011-10-25,41518
2011-10-26,41908
2011-10-27,44220
2011-10-28,42171
2011-10-31,41422
2011-11-01,42033
2011-11-02,45765
2011-11-03,44306
2011-11-04,46488
2011-11-07,46848
2011-11-08,48544
2011-11-09,48675
2011-11-10,45204
2011-11-11,44973
2011-11-14,46746
2011-11-15,45477
2011-11-16,40824
2011-11-17,41011
2011-11-18,42328
2011-11-21,45985
2011-11-22,43703
2011-11-23,42348
2011-11-24,42536
2011-11-25,41636
2011-11-28,43242
2011-11-29,44971
2011-11-30,42313
2011-12-01,42378
2011-12-02,41148
2011-12-05,46477
2011-12-06,47988
2011-12-07,47896
2011-12-08,48859
2011-12-09,50409
2011-12-12,51422
2011-12-13,55588
2011-12-14,55838
2011-12-15,56212
2011-12-16,52219
2011-12-19,50430
2011-12-20,47806
2011-12-21,50138
2011-12-22,52041
2011-12-23,50792
2011-12-26,52282
2011-12-27,53605
2011-12-28,54376
2011-12-29,53000
2011-12-30,48443
2012-01-04,54108
2012-01-05,55489
2012-01-06,57081
2012-01-09,54205
2012-01-10,52583
2012-01-11,55036
2012-01-12,54674
2012-01-13,53877
2012-01-16,55210
2012-01-17,59970
2012-01-18,54257
2012-01-19,54764
2012-01-20,50020
2012-01-30,50323
2012-01-31,52391
2012-02-01,52798
2012-02-02,53467
2012-02-03,53606
2012-02-06,55060
2012-02-07,52638
2012-02-08,55842
2012-02-09,52897
2012-02-10,50990
2012-02-13,54103
2012-02-14,51033
2012-02-15,50904
2012-02-16,47056
2012-02-17,46322
2012-02-20,53027
2012-02-21,51965
2012-02-22,51682
2012-02-23,48981
2012-02-24,50276
2012-02-27,53620
2012-02-28,59354
2012-02-29,59533
2012-03-01,60806
2012-03-02,58111
2012-03-05,57128
2012-03-06,58620
2012-03-07,59179
2012-03-08,57659
2012-03-09,57780
2012-03-12,56262
2012-03-13,56849
2012-03-14,58383
2012-03-15,64415
2012-03-16,58501
2012-03-19,57406
2012-03-20,59265
2012-03-21,62163
2012-03-22,61971
2012-03-23,64011
2012-03-26,65965
2012-03-27,66880
2012-03-28,70476
2012-03-29,67278
2012-03-30,64137
2012-04-05,62474
2012-04-06,58810
2012-04-09,56717
2012-04-10,57580
2012-04-11,55223
2012-04-12,58885
2012-04-13,57951
2012-04-16,57119
2012-04-17,60452
2012-04-18,64274
2012-04-19,63404
2012-04-20,61312
2012-04-23,64265
2012-04-24,60959
2012-04-25,62003
2012-04-26,63194
2012-04-27,62321
2012-05-02,67399
2012-05-03,66944
2012-05-04,68744
2012-05-07,71771
2012-05-08,74702
2012-05-09,72185
2012-05-10,75444
2012-05-11,74304
2012-05-14,69090
2012-05-15,68092
2012-05-16,62923
2012-05-17,64492
2012-05-18,58537
2012-05-21,62315
2012-05-22,61006
2012-05-23,58620
2012-05-24,60588
2012-05-25,63791
2012-05-28,65137
2012-05-29,63027
2012-05-30,62232
2012-05-31,63675
2012-06-01,62468
2012-06-04,62649
2012-06-05,64168
2012-06-06,64874
2012-06-07,65975
2012-06-08,65157
2012-06-11,63594
2012-06-12,61068
2012-06-13,61714
2012-06-14,59349
2012-06-15,54759
2012-06-18,58921
2012-06-19,61209
2012-06-20,65851
2012-06-21,67636
2012-06-25,73086
2012-06-26,73835
2012-06-27,73398
2012-06-28,76026
2012-06-29,72718
2012-07-02,77236
2012-07-03,76627
2012-07-04,77976
2012-07-05,82242
2012-07-06,82301
2012-07-09,85349
2012-07-10,86975
2012-07-11,86985
2012-07-12,84139
2012-07-13,81693
2012-07-16,90474
2012-07-17,88294
2012-07-18,87707
2012-07-19,84206
2012-07-20,81293
2012-07-23,80928
2012-07-24,80525
2012-07-25,83515
2012-07-26,87110
2012-07-27,85720
2012-07-30,90233
2012-07-31,89432
2012-08-01,89313
