时间,期货成交量:沪深300指数期货
2006-10-30,27780
2006-10-31,32863
2006-11-01,40277
2006-11-02,84575
2006-11-03,80769
2006-11-06,102370
2006-11-07,81484
2006-11-08,65809
2006-11-09,90204
2006-11-10,109738
2006-11-13,121953
2006-11-14,146456
2006-11-15,156553
2006-11-16,153454
2006-11-17,122417
2006-11-20,104312
2006-11-21,150638
2006-11-22,171479
2006-11-23,184340
2006-11-24,162758
2006-11-27,149571
2006-11-28,162238
2006-11-29,186425
2006-11-30,156378
2006-12-01,176037
2006-12-04,218581
2006-12-05,354716
2006-12-06,260280
2006-12-07,213942
2006-12-08,222364
2006-12-11,206248
2006-12-12,235731
2006-12-13,180395
2006-12-14,172133
2006-12-15,183352
2006-12-18,171784
2006-12-19,236356
2006-12-20,183229
2006-12-21,219127
2006-12-22,163914
2006-12-25,146728
2006-12-26,138686
2006-12-27,151795
2006-12-28,150447
2006-12-29,162378
2007-01-04,142650
2007-01-05,106588
2007-01-08,111301
2007-01-09,131889
2007-01-10,202883
2007-01-11,167444
2007-01-12,147181
2007-01-15,136338
2007-01-16,168622
2007-01-17,190615
2007-01-18,137082
2007-01-19,112095
2007-01-22,148414
2007-01-23,100708
2007-01-24,87956
2007-01-25,90514
2007-01-26,75517
2007-01-29,57342
2007-01-30,65520
2007-01-31,100660
2007-02-01,87973
2007-02-02,71335
2007-02-05,56221
2007-02-06,78789
2007-02-07,66359
2007-02-08,73158
2007-02-09,74702
2007-02-12,42619
2007-02-13,41019
2007-02-14,56872
2007-02-15,64082
2007-02-16,57629
2007-02-26,44671
2007-02-27,65854
2007-02-28,67153
2007-03-01,69998
2007-03-02,52957
2007-03-05,56267
2007-03-06,51900
2007-03-07,43742
2007-03-08,41474
2007-03-09,45099
2007-03-12,37734
2007-03-13,50227
2007-03-14,42905
2007-03-15,43098
2007-03-16,38748
2007-03-19,41548
2007-03-20,52150
2007-03-21,48949
2007-03-22,57449
2007-03-23,71773
2007-03-26,53459
2007-03-27,41034
2007-03-28,49495
2007-03-29,54218
2007-03-30,40526
2007-04-02,33038
2007-04-03,49116
2007-04-04,57199
2007-04-05,38738
2007-04-06,40553
2007-04-09,46755
2007-04-10,64814
2007-04-11,53683
2007-04-12,50436
2007-04-13,54213
2007-04-16,62733
2007-04-17,89171
2007-04-18,92156
2007-04-19,84914
2007-04-20,60905
2007-04-23,54533
2007-04-24,82710
2007-04-25,84484
2007-04-26,79647
2007-04-27,70049
2007-04-30,66275
2007-05-08,61584
2007-05-09,84603
2007-05-10,64440
2007-05-11,72790
2007-05-14,70294
2007-05-15,68771
2007-05-16,65025
2007-05-17,66064
2007-05-18,64512
2007-05-21,56740
2007-05-22,59720
2007-05-23,65255
2007-05-24,64914
2007-05-25,52158
2007-05-28,42533
2007-05-29,53806
2007-05-30,77488
2007-05-31,69233
2007-06-01,52970
2007-06-04,48279
2007-06-05,45883
2007-06-06,48465
2007-06-07,46971
2007-06-08,45995
2007-06-11,41645
2007-06-12,52151
2007-06-13,49150
2007-06-14,37902
2007-06-15,32701
2007-06-18,38445
2007-06-19,31318
2007-06-20,39507
2007-06-21,48056
2007-06-22,47102
2007-06-25,79284
2007-06-26,136400
2007-06-27,149707
2007-06-28,155443
2007-06-29,159637
2007-07-02,127185
2007-07-03,105051
2007-07-04,149298
2007-07-05,186917
2007-07-06,235974
2007-07-09,149355
2007-07-10,166132
2007-07-11,128884
2007-07-12,86143
2007-07-13,86871
2007-07-16,138838
2007-07-17,140093
2007-07-18,122195
2007-07-19,101987
2007-07-20,127041
2007-07-23,113039
2007-07-24,112198
2007-07-25,96955
2007-07-26,84919
2007-07-27,90560
2007-07-30,99694
2007-07-31,93411
2007-08-01,106325
2007-08-02,117360
2007-08-03,146527
2007-08-06,106499
2007-08-07,102819
2007-08-08,110942
2007-08-09,84597
2007-08-10,103194
2007-08-13,85796
2007-08-14,71709
2007-08-15,83636
2007-08-16,99714
2007-08-17,137176
2007-08-20,111073
2007-08-21,112009
2007-08-22,114177
2007-08-23,85879
2007-08-24,61295
2007-08-27,82996
2007-08-28,82766
2007-08-29,102478
2007-08-30,87784
2007-08-31,135508
2007-09-03,137019
2007-09-04,153378
2007-09-05,164273
2007-09-06,147462
2007-09-07,160825
2007-09-10,142340
2007-09-11,185432
2007-09-12,163322
2007-09-13,181568
2007-09-14,144770
2007-09-17,136011
2007-09-18,149189
2007-09-19,164485
2007-09-20,176745
2007-09-21,210793
2007-09-24,193045
2007-09-25,239875
2007-09-26,250796
2007-09-27,250553
2007-09-28,266793
2007-10-08,204497
2007-10-09,233892
2007-10-10,231251
2007-10-11,274529
2007-10-12,371740
2007-10-15,325472
2007-10-16,341394
2007-10-17,421122
2007-10-18,439368
2007-10-19,413982
2007-10-22,413383
2007-10-23,450310
2007-10-24,425433
2007-10-25,530442
2007-10-26,455120
2007-10-29,474287
2007-10-30,427779
2007-10-31,446450
2007-11-01,448529
2007-11-02,476850
2007-11-05,490227
2007-11-06,589166
2007-11-07,615096
2007-11-08,645947
2007-11-09,667915
2007-11-12,708128
2007-11-13,777882
2007-11-14,868686
2007-11-15,941918
2007-11-16,908632
2007-11-19,810099
2007-11-20,883609
2007-11-21,1127901
2007-11-22,877294
2007-11-23,1098849
2007-11-26,894271
2007-11-27,961375
2007-11-28,990362
2007-11-29,1088757
2007-11-30,1114269
2007-12-03,1102789
2007-12-04,1006113
2007-12-05,1007074
2007-12-06,1070641
2007-12-07,976134
2007-12-10,854172
2007-12-11,1116367
2007-12-12,866965
2007-12-13,665400
2007-12-14,692535
2007-12-17,560326
2007-12-18,702968
2007-12-19,519809
2007-12-20,499468
2007-12-21,463910
2007-12-24,429468
2007-12-25,345459
2007-12-26,377179
2007-12-27,299594
2007-12-28,332467
2008-01-02,277234
2008-01-03,284597
2008-01-04,257808
2008-01-07,226488
2008-01-08,266731
2008-01-09,274392
2008-01-10,309874
2008-01-11,308177
2008-01-14,263072
2008-01-15,353052
2008-01-16,322523
2008-01-17,354479
2008-01-18,440283
2008-01-21,311111
2008-01-22,301195
2008-01-23,306686
2008-01-24,316083
2008-01-25,300377
2008-01-28,345300
2008-01-29,165608
2008-01-30,207755
2008-01-31,190993
2008-02-01,248987
2008-02-04,181895
2008-02-05,187589
2008-02-13,120806
2008-02-14,155628
2008-02-15,130528
2008-02-18,92517
2008-02-19,91310
2008-02-20,139956
2008-02-21,109355
2008-02-22,118409
2008-02-25,117870
2008-02-26,153120
2008-02-27,151054
2008-02-28,141454
2008-02-29,158941
2008-03-03,83300
2008-03-04,93464
2008-03-05,86631
2008-03-06,90633
2008-03-07,99764
2008-03-10,119917
2008-03-11,108853
2008-03-12,122313
2008-03-13,136432
2008-03-14,108861
2008-03-17,106436
2008-03-18,135585
2008-03-19,132058
2008-03-20,143746
2008-03-21,142614
2008-03-24,131381
2008-03-25,135003
2008-03-26,125504
2008-03-27,157611
2008-03-28,114119
2008-03-31,122508
2008-04-01,144139
2008-04-02,147707
2008-04-03,142930
2008-04-07,110897
2008-04-08,98589
2008-04-09,124519
2008-04-10,134717
2008-04-11,180644
2008-04-14,143659
2008-04-15,141704
2008-04-16,174575
2008-04-17,400686
2008-04-18,196921
2008-04-21,191278
2008-04-22,193634
2008-04-23,177632
2008-04-24,151917
2008-04-25,144130
2008-04-28,111907
2008-04-29,124993
2008-04-30,127412
2008-05-05,77423
2008-05-06,82734
2008-05-07,107704
2008-05-08,90806
2008-05-09,115112
2008-05-12,107999
2008-05-13,114981
2008-05-14,109887
2008-05-15,78178
2008-05-16,128533
2008-05-19,93657
2008-05-20,113110
2008-05-21,122813
2008-05-22,103437
2008-05-23,91967
2008-05-26,103388
2008-05-27,120160
2008-05-28,116764
2008-05-29,125348
2008-05-30,106111
2008-06-02,131575
2008-06-03,100124
2008-06-04,132542
2008-06-05,118300
2008-06-06,110881
2008-06-10,158176
2008-06-11,165492
2008-06-12,173062
2008-06-13,163672
2008-06-16,139881
2008-06-17,174343
2008-06-18,170006
2008-06-19,197704
2008-06-20,212816
2008-06-23,216034
2008-06-24,232519
2008-06-25,232845
2008-06-26,250602
2008-06-27,242617
2008-06-30,257003
2008-07-01,241981
2008-07-02,300339
2008-07-03,292461
2008-07-04,235184
2008-07-07,249132
2008-07-08,251479
2008-07-09,251190
2008-07-10,264107
2008-07-11,281624
2008-07-14,247535
2008-07-15,286114
2008-07-16,310910
2008-07-17,339788
2008-07-18,320695
2008-07-21,284616
2008-07-22,264275
2008-07-23,286433
2008-07-24,315320
2008-07-25,353923
2008-07-28,283448
2008-07-29,296060
2008-07-30,313216
2008-07-31,300260
2008-08-01,286201
2008-08-04,193289
2008-08-05,220241
2008-08-06,243800
2008-08-07,246644
2008-08-08,236129
2008-08-11,301280
2008-08-12,344069
2008-08-13,379938
2008-08-14,387245
2008-08-15,436461
2008-08-18,398386
2008-08-19,458719
2008-08-20,436531
2008-08-21,469199
2008-08-22,554930
2008-08-25,464422
2008-08-26,486157
2008-08-27,580012
2008-08-28,534639
2008-08-29,612862
2008-09-01,479907
2008-09-02,535850
2008-09-03,601464
2008-09-04,582626
2008-09-05,666617
2008-09-08,594276
2008-09-09,699531
2008-09-10,751951
2008-09-11,702979
2008-09-12,797456
2008-09-16,682446
2008-09-17,908181
2008-09-18,919316
2008-09-19,473162
2008-09-22,985013
2008-09-23,926977
2008-09-24,1277982
2008-09-25,1644984
2008-09-26,1160716
2008-10-06,1412197
2008-10-07,1769031
2008-10-08,1677256
2008-10-09,1980902
2008-10-10,1200020
2008-10-13,765587
2008-10-14,640674
2008-10-15,600824
2008-10-16,446392
2008-10-17,462702
2008-10-20,407173
2008-10-21,387505
2008-10-22,347316
2008-10-23,395681
2008-10-24,316206
2008-10-27,282555
2008-10-28,432065
2008-10-29,424001
2008-10-30,394301
2008-10-31,473611
2008-11-03,449403
2008-11-04,578585
2008-11-05,557668
2008-11-06,549156
2008-11-07,607813
2008-11-10,452472
2008-11-11,491342
2008-11-12,495642
2008-11-13,461732
2008-11-14,397732
2008-11-17,490073
2008-11-18,458257
2008-11-19,581379
2008-11-20,602979
2008-11-21,629073
2008-11-24,554451
2008-11-25,628591
2008-11-26,733174
2008-11-27,622800
2008-11-28,563926
2008-12-01,537319
2008-12-02,636008
2008-12-03,678468
2008-12-04,642902
2008-12-05,873354
2008-12-08,565624
2008-12-09,503250
2008-12-10,510995
2008-12-11,482295
2008-12-12,355675
2008-12-15,370394
2008-12-16,348077
2008-12-17,350392
2008-12-18,371452
2008-12-19,425478
2008-12-22,278948
2008-12-23,316056
2008-12-24,231138
2008-12-25,284245
2008-12-26,204379
2008-12-29,208189
2008-12-30,296866
2008-12-31,320667
2009-01-05,238416
2009-01-06,276040
2009-01-07,184227
2009-01-08,188784
2009-01-09,204112
2009-01-12,152946
2009-01-13,188557
2009-01-14,173507
2009-01-15,174884
2009-01-16,172072
2009-01-19,163568
2009-01-20,201133
2009-01-21,157618
2009-01-22,152357
2009-01-23,156984
2009-02-02,140503
2009-02-03,136380
2009-02-04,107743
2009-02-05,105593
2009-02-06,132386
2009-02-09,144915
2009-02-10,130706
2009-02-11,176515
2009-02-12,156181
2009-02-13,155748
2009-02-16,123707
2009-02-17,118671
2009-02-18,143366
2009-02-19,153345
2009-02-20,133399
2009-02-23,101363
2009-02-24,106005
2009-02-25,128871
2009-02-26,119835
2009-02-27,110613
2009-03-02,104035
2009-03-03,100605
2009-03-04,103540
2009-03-05,104437
2009-03-06,112663
2009-03-09,107565
2009-03-10,108369
2009-03-11,106855
2009-03-12,111375
2009-03-13,122038
2009-03-16,101942
2009-03-17,132389
2009-03-18,122188
2009-03-19,103221
2009-03-20,110205
2009-03-23,89193
2009-03-24,101538
2009-03-25,112546
2009-03-26,115808
2009-03-27,105793
2009-03-30,111579
2009-03-31,153067
2009-04-01,140387
2009-04-02,159366
2009-04-03,120930
2009-04-07,118640
2009-04-08,131118
2009-04-09,114090
2009-04-10,193394
2009-04-13,108367
2009-04-14,107936
2009-04-15,118433
2009-04-16,110883
2009-04-17,112703
2009-04-20,101168
2009-04-21,123771
2009-04-22,103181
2009-04-23,123294
2009-04-24,105467
2009-04-27,115936
2009-04-28,117886
2009-04-29,128771
2009-04-30,132591
2009-05-04,122223
2009-05-05,127241
2009-05-06,143395
2009-05-07,110598
2009-05-08,139353
2009-05-11,117421
2009-05-12,118966
2009-05-13,143510
2009-05-14,108571
2009-05-15,112118
2009-05-18,102133
2009-05-19,130077
2009-05-20,105166
2009-05-21,118460
2009-05-22,131085
2009-05-25,112084
2009-05-26,105166
2009-05-27,102920
2009-06-01,104787
2009-06-02,106053
2009-06-03,145125
2009-06-04,126441
2009-06-05,133259
2009-06-08,134870
2009-06-09,175760
2009-06-10,153930
2009-06-11,136324
2009-06-12,136509
2009-06-15,145973
2009-06-16,147304
2009-06-17,164639
2009-06-18,151209
2009-06-19,140300
2009-06-22,165825
2009-06-23,178961
2009-06-24,158219
2009-06-25,168394
2009-06-26,164120
2009-06-29,113098
2009-06-30,178337
2009-07-01,145546
2009-07-02,166113
2009-07-03,165442
2009-07-06,158196
2009-07-07,202276
2009-07-08,156067
2009-07-09,141931
2009-07-10,154526
2009-07-13,132078
2009-07-14,112106
2009-07-15,103864
2009-07-16,144133
2009-07-17,101602
2009-07-20,152263
2009-07-21,112004
2009-07-22,123088
2009-07-23,132582
2009-07-24,146120
2009-07-27,119362
2009-07-28,122561
2009-07-29,142381
2009-07-30,122842
2009-07-31,113770
2009-08-03,91844
2009-08-04,112777
2009-08-05,157753
2009-08-06,143062
2009-08-07,149420
2009-08-10,118391
2009-08-11,205929
2009-08-12,188144
2009-08-13,193418
2009-08-14,218027
2009-08-17,169260
2009-08-18,202553
2009-08-19,230008
2009-08-20,187607
2009-08-21,177202
2009-08-24,133859
2009-08-25,171697
2009-08-26,191358
2009-08-27,145039
2009-08-28,143493
2009-08-31,124753
2009-09-01,155922
2009-09-02,146235
2009-09-03,128367
2009-09-04,127564
2009-09-07,143141
2009-09-08,119487
2009-09-09,134447
2009-09-10,125077
2009-09-11,120243
2009-09-14,111277
2009-09-15,113130
2009-09-16,107580
2009-09-17,97605
2009-09-18,104534
2009-09-21,122796
2009-09-22,158699
2009-09-23,190727
2009-09-24,146361
2009-09-25,165416
2009-09-28,122855
2009-09-29,174124
2009-09-30,156028
2009-10-09,115812
2009-10-12,101715
2009-10-13,178198
2009-10-14,143492
2009-10-15,151416
2009-10-16,128863
2009-10-19,148579
2009-10-20,171980
2009-10-21,146298
2009-10-22,166080
2009-10-23,165202
2009-10-26,120338
2009-10-27,124360
2009-10-28,182006
2009-10-29,130675
2009-10-30,111430
2009-11-02,126127
2009-11-03,111818
2009-11-04,120937
2009-11-05,100457
2009-11-06,118132
2009-11-09,87988
2009-11-10,107272
2009-11-11,103005
2009-11-12,106624
2009-11-13,93744
2009-11-16,153295
2009-11-17,110838
2009-11-18,151185
2009-11-19,105891
2009-11-20,109648
2009-11-23,103351
2009-11-24,128982
2009-11-25,107591
2009-11-26,128656
2009-11-27,181343
2009-11-30,130559
2009-12-01,107610
2009-12-02,110203
2009-12-03,116032
2009-12-04,102360
2009-12-07,111898
2009-12-08,116521
2009-12-09,141382
2009-12-10,132678
2009-12-11,117396
2009-12-14,144938
2009-12-15,154182
2009-12-16,136849
2009-12-17,141263
2009-12-18,146578
2009-12-21,147887
2009-12-22,140076
2009-12-23,146369
2009-12-24,222814
2009-12-25,206868
2009-12-28,115154
2009-12-29,140307
2009-12-30,129249
2009-12-31,144028
2010-01-04,140769
2010-01-05,149318
2010-01-06,138469
2010-01-07,167612
2010-01-08,147790
2010-01-11,208901
2010-01-12,176877
2010-01-13,211415
2010-01-14,257210
2010-01-15,268312
2010-01-18,219954
2010-01-19,223397
2010-01-20,313602
2010-01-21,263557
2010-01-22,269910
2010-01-25,411686
2010-01-26,359876
2010-01-27,383656
2010-01-28,427967
2010-01-29,434880
2010-02-01,511150
2010-02-02,672357
2010-02-03,1021744
2010-02-04,966243
2010-02-05,942119
2010-02-08,801028
2010-02-09,752759
2010-02-10,683471
2010-02-11,651116
2010-02-12,478973
2010-02-22,576376
2010-02-23,663669
2010-02-24,629905
2010-02-25,636546
2010-02-26,528122
2010-03-01,325535
2010-03-02,360727
2010-03-03,339027
2010-03-04,366922
2010-03-05,320144
2010-03-08,293288
2010-03-09,325458
2010-03-10,279792
2010-03-11,269064
2010-03-12,354783
2010-03-15,372845
2010-03-16,353870
2010-03-17,449042
2010-03-18,440191
2010-03-19,428631
2010-03-22,486393
2010-03-23,497903
2010-03-24,551202
2010-03-25,702653
2010-03-26,803907
2010-03-29,212599
2010-03-30,228188
2010-03-31,262445
2010-04-01,171056
2010-04-02,144017
2010-04-06,165304
2010-04-07,170589
2010-04-08,195695
2010-04-16,58457
2010-04-19,123612
2010-04-20,153419
2010-04-21,121023
2010-04-22,140307
2010-04-23,121963
2010-04-26,116259
2010-04-27,146123
2010-04-28,133791
2010-04-29,121254
2010-04-30,193380
2010-05-04,157571
2010-05-05,153710
2010-05-06,181699
2010-05-07,256676
2010-05-10,218207
2010-05-11,246312
2010-05-12,315025
2010-05-13,255153
2010-05-14,228636
2010-05-17,221841
2010-05-18,306063
2010-05-19,362039
2010-05-20,305072
2010-05-21,317595
2010-05-24,312590
2010-05-25,300900
2010-05-26,339998
2010-05-27,339829
2010-05-28,318732
2010-05-31,350260
2010-06-01,436171
2010-06-02,358266
2010-06-03,358036
2010-06-04,337663
2010-06-07,307258
2010-06-08,241972
2010-06-09,345288
2010-06-10,261058
2010-06-11,215378
2010-06-17,190270
2010-06-18,269428
2010-06-21,291232
2010-06-22,229511
2010-06-23,248831
2010-06-24,308163
2010-06-25,258764
2010-06-28,217347
2010-06-29,311941
2010-06-30,257968
2010-07-01,253058
2010-07-02,384533
2010-07-05,375716
2010-07-06,382806
2010-07-07,331217
2010-07-08,268482
2010-07-09,350454
2010-07-12,318630
2010-07-13,317273
2010-07-14,335984
2010-07-15,478480
2010-07-16,381333
2010-07-19,391254
2010-07-20,402172
2010-07-21,317187
2010-07-22,397593
2010-07-23,336165
2010-07-26,303860
2010-07-27,307294
2010-07-28,368399
2010-07-29,284687
2010-07-30,250345
2010-08-02,302570
2010-08-03,337090
2010-08-04,401463
2010-08-05,333818
2010-08-06,340356
2010-08-09,305499
2010-08-10,346966
2010-08-11,386328
2010-08-12,366922
2010-08-13,329250
2010-08-16,316773
2010-08-17,253767
2010-08-18,295864
2010-08-19,338394
2010-08-20,337115
2010-08-23,258218
2010-08-24,350205
2010-08-25,337714
2010-08-26,279834
2010-08-27,278254
2010-08-30,266601
2010-08-31,202762
2010-09-01,319978
2010-09-02,301104
2010-09-03,272198
2010-09-06,258191
2010-09-07,213412
2010-09-08,199484
2010-09-09,256338
2010-09-10,227948
2010-09-13,222682
2010-09-14,248515
2010-09-15,231849
2010-09-16,302366
2010-09-17,232534
2010-09-20,215963
2010-09-21,168230
2010-09-27,163652
2010-09-28,124338
2010-09-29,142544
2010-09-30,198757
2010-10-08,162251
2010-10-11,234528
2010-10-12,203442
2010-10-13,251094
2010-10-14,240210
2010-10-15,297174
2010-10-18,317550
2010-10-19,323330
2010-10-20,399315
2010-10-21,340089
2010-10-22,307151
2010-10-25,271670
2010-10-26,250801
2010-10-27,321670
2010-10-28,263495
2010-10-29,288874
2010-11-01,244575
2010-11-02,285009
2010-11-03,316126
2010-11-04,262780
2010-11-05,237152
2010-11-08,178364
2010-11-09,178743
2010-11-10,196860
2010-11-11,262967
2010-11-12,322056
2010-11-15,250066
2010-11-16,280901
2010-11-17,333507
2010-11-18,254669
2010-11-19,332329
2010-11-22,255584
2010-11-23,296240
2010-11-24,304615
2010-11-25,196712
2010-11-26,215645
2010-11-29,176948
2010-11-30,264939
2010-12-01,183664
2010-12-02,165884
2010-12-03,186801
2010-12-06,176241
2010-12-07,237404
2010-12-08,177577
2010-12-09,203388
2010-12-10,211261
2010-12-13,225302
2010-12-14,151746
2010-12-15,183694
2010-12-16,150634
2010-12-17,155517
2010-12-20,231914
2010-12-21,212149
2010-12-22,182673
2010-12-23,225295
2010-12-24,254832
2010-12-27,272374
2010-12-28,213440
2010-12-29,152974
2010-12-30,194219
2010-12-31,240072
2011-01-04,197547
2011-01-05,151371
2011-01-06,195083
2011-01-07,229108
2011-01-10,196329
2011-01-11,179948
2011-01-12,217577
2011-01-13,213245
2011-01-14,223512
2011-01-17,228665
2011-01-18,166932
2011-01-19,223443
2011-01-20,241601
2011-01-21,341054
2011-01-24,258040
2011-01-25,235440
2011-01-26,221280
2011-01-27,280123
2011-01-28,174644
2011-01-31,163269
2011-02-01,112427
2011-02-09,172141
2011-02-10,197662
2011-02-11,188813
2011-02-14,220159
2011-02-15,192742
2011-02-16,201527
2011-02-17,201044
2011-02-18,203877
2011-02-21,212681
2011-02-22,251207
2011-02-23,181015
2011-02-24,212721
2011-02-25,225156
2011-02-28,213993
2011-03-01,182880
2011-03-02,208519
2011-03-03,236076
2011-03-04,195244
2011-03-07,210345
2011-03-08,161604
2011-03-09,190401
2011-03-10,193598
2011-03-11,185710
2011-03-14,178140
2011-03-15,274136
2011-03-16,184163
2011-03-17,228994
2011-03-18,176017
2011-03-21,190372
2011-03-22,217278
2011-03-23,192070
2011-03-24,130418
2011-03-25,176092
2011-03-28,177950
2011-03-29,198473
2011-03-30,188198
2011-03-31,187459
2011-04-01,161411
2011-04-06,187403
2011-04-07,134280
2011-04-08,169593
2011-04-11,150607
2011-04-12,173194
2011-04-13,182094
2011-04-14,165240
2011-04-15,221686
2011-04-18,178158
2011-04-19,176528
2011-04-20,137275
2011-04-21,148446
2011-04-22,136684
2011-04-25,154643
2011-04-26,141394
2011-04-27,139156
2011-04-28,212259
2011-04-29,152638
2011-05-03,138980
2011-05-04,173430
2011-05-05,134741
2011-05-06,180745
2011-05-09,154966
2011-05-10,168669
2011-05-11,180820
2011-05-12,167320
2011-05-13,188816
2011-05-16,153870
2011-05-17,190707
2011-05-18,159861
2011-05-19,144332
2011-05-20,136698
2011-05-23,169958
2011-05-24,126454
2011-05-25,162638
2011-05-26,159923
2011-05-27,202890
2011-05-30,158954
2011-05-31,158269
2011-06-01,119675
2011-06-02,192662
2011-06-03,152626
2011-06-07,135721
2011-06-08,175368
2011-06-09,182339
2011-06-10,182322
2011-06-13,177488
2011-06-14,179355
2011-06-15,150865
2011-06-16,173435
2011-06-17,157832
2011-06-20,153147
2011-06-21,155275
2011-06-22,153937
2011-06-23,218811
2011-06-24,246389
2011-06-27,187849
2011-06-28,180865
2011-06-29,187749
2011-06-30,211249
2011-07-01,201880
2011-07-04,195755
2011-07-05,131061
2011-07-06,159098
2011-07-07,225974
2011-07-08,208389
2011-07-11,171964
2011-07-12,171435
2011-07-13,181422
2011-07-14,167659
2011-07-15,177418
2011-07-18,139255
2011-07-19,132266
2011-07-20,153161
2011-07-21,169879
2011-07-22,134465
2011-07-25,153481
2011-07-26,97551
2011-07-27,172424
2011-07-28,142678
2011-07-29,183651
2011-08-01,130142
2011-08-02,172174
2011-08-03,156861
2011-08-04,123178
2011-08-05,158581
2011-08-08,244612
2011-08-09,280528
2011-08-10,190563
2011-08-11,274612
2011-08-12,185164
2011-08-15,174558
2011-08-16,159841
2011-08-17,184048
2011-08-18,180265
2011-08-19,192483
2011-08-22,208179
2011-08-23,215612
2011-08-24,191132
2011-08-25,274274
2011-08-26,214462
2011-08-29,211451
2011-08-30,248682
2011-08-31,221274
2011-09-01,242565
2011-09-02,229211
2011-09-05,192650
2011-09-06,207717
2011-09-07,234545
2011-09-08,182297
2011-09-09,259121
2011-09-13,185366
2011-09-14,281416
2011-09-15,262282
2011-09-16,207687
2011-09-19,152493
2011-09-20,200770
2011-09-21,285138
2011-09-22,231648
2011-09-23,317714
2011-09-26,279331
2011-09-27,258919
2011-09-28,233314
2011-09-29,264654
2011-09-30,201915
2011-10-10,167565
2011-10-11,254445
2011-10-12,363812
2011-10-13,277816
2011-10-14,246961
2011-10-17,245909
2011-10-18,218165
2011-10-19,274273
2011-10-20,259182
2011-10-21,246362
2011-10-24,304890
2011-10-25,307812
2011-10-26,294074
2011-10-27,219410
2011-10-28,267237
2011-10-31,184750
2011-11-01,274962
2011-11-02,305370
2011-11-03,276639
2011-11-04,278560
2011-11-07,202558
2011-11-08,237624
2011-11-09,265151
2011-11-10,245717
2011-11-11,180419
2011-11-14,230615
2011-11-15,168734
2011-11-16,241671
2011-11-17,188826
2011-11-18,229563
2011-11-21,143056
2011-11-22,232600
2011-11-23,219034
2011-11-24,241913
2011-11-25,175163
2011-11-28,193723
2011-11-29,207729
2011-11-30,224905
2011-12-01,317064
2011-12-02,260280
2011-12-05,274294
2011-12-06,211263
2011-12-07,231083
2011-12-08,302395
2011-12-09,219154
2011-12-12,187534
2011-12-13,231636
2011-12-14,214049
2011-12-15,364304
2011-12-16,293813
2011-12-19,352820
2011-12-20,302603
2011-12-21,302094
2011-12-22,420024
2011-12-23,366637
2011-12-26,311746
2011-12-27,310312
2011-12-28,319823
2011-12-29,273997
2011-12-30,273243
2012-01-04,234410
2012-01-05,334417
2012-01-06,285689
2012-01-09,413995
2012-01-10,404292
2012-01-11,319027
2012-01-12,351138
2012-01-13,372250
2012-01-16,341922
2012-01-17,512318
2012-01-18,426166
2012-01-19,530627
2012-01-20,379075
2012-01-30,318967
2012-01-31,317323
2012-02-01,339102
2012-02-02,415243
2012-02-03,366434
2012-02-06,330985
2012-02-07,350531
2012-02-08,423570
2012-02-09,413397
2012-02-10,457814
2012-02-13,437987
2012-02-14,404899
2012-02-15,429078
2012-02-16,362573
2012-02-17,386330
2012-02-20,307004
2012-02-21,372649
2012-02-22,378227
2012-02-23,339360
2012-02-24,382316
2012-02-27,357560
2012-02-28,341959
2012-02-29,339534
2012-03-01,288436
2012-03-02,365035
2012-03-05,270282
2012-03-06,326480
2012-03-07,304262
2012-03-08,356482
2012-03-09,347712
2012-03-12,283169
2012-03-13,329797
2012-03-14,429709
2012-03-15,380276
2012-03-16,392388
2012-03-19,288085
2012-03-20,328240
2012-03-21,369548
2012-03-22,317756
2012-03-23,299326
2012-03-26,199407
2012-03-27,216620
2012-03-28,305029
2012-03-29,332727
2012-03-30,268090
2012-04-05,380018
2012-04-06,296186
2012-04-09,346229
2012-04-10,423446
2012-04-11,450550
2012-04-12,417127
2012-04-13,366521
2012-04-16,333696
2012-04-17,361361
2012-04-18,377100
2012-04-19,288119
2012-04-20,352984
2012-04-23,259398
2012-04-24,453304
2012-04-25,381401
2012-04-26,316751
2012-04-27,258349
2012-05-02,315040
2012-05-03,208928
2012-05-04,341435
2012-05-07,264367
2012-05-08,378048
2012-05-09,317576
2012-05-10,264357
2012-05-11,343666
2012-05-14,408177
2012-05-15,313984
2012-05-16,341574
2012-05-17,315786
2012-05-18,344994
2012-05-21,382062
2012-05-22,317783
2012-05-23,363419
2012-05-24,381864
2012-05-25,314010
2012-05-28,333845
2012-05-29,370396
2012-05-30,265067
2012-05-31,321035
2012-06-01,407856
2012-06-04,337515
2012-06-05,299759
2012-06-06,383924
2012-06-07,344519
2012-06-08,443799
2012-06-11,407391
2012-06-12,366745
2012-06-13,427859
2012-06-14,342899
2012-06-15,438280
2012-06-18,370251
2012-06-19,298035
2012-06-20,312071
2012-06-21,349152
2012-06-25,279294
2012-06-26,323826
2012-06-27,298251
2012-06-28,332740
2012-06-29,374925
2012-07-02,336713
2012-07-03,417834
2012-07-04,414001
2012-07-05,393560
2012-07-06,498818
2012-07-09,389900
2012-07-10,354561
2012-07-11,416553
2012-07-12,574219
2012-07-13,462616
2012-07-16,410927
2012-07-17,345624
2012-07-18,538879
2012-07-19,509950
2012-07-20,393533
2012-07-23,323611
2012-07-24,382759
2012-07-25,360716
2012-07-26,398290
2012-07-27,335669
2012-07-30,348383
