时间,期货收盘价(活跃合约):沪深300指数期货
2025-11-12,4628
2025-11-13,4677
2025-11-14,4600.4
2025-11-17,4581.4
2025-11-18,4555
2025-11-19,4565.2
2025-11-20,4539.2
2025-11-21,4428.4
2025-11-24,4435.2
2025-11-25,4473
2025-11-26,4493
2025-11-27,4492.6
2025-11-28,4505.8
2025-12-01,4555.4
2025-12-02,4535.8
2025-12-03,4518.2
2025-12-04,4530.6
2025-12-05,4574.4
2025-12-08,4613.2
2025-12-09,4583.2
2025-12-10,4574.2
2025-12-11,4539.6
2025-12-12,4574
2025-12-15,4545.6
2025-12-16,4499.4
2025-12-17,4578.2
2025-12-18,4550.4
2025-12-19,4527
2025-12-22,4564.8
2025-12-23,4571.4
2025-12-24,4595
2025-12-25,4610.6
2025-12-26,4638.4
2025-12-29,4610.2
2025-12-30,4622.2
2025-12-31,4599.8
2026-01-05,4697
2026-01-06,4778
2026-01-07,4753
2026-01-08,4718.4
2026-01-09,4743.8
2026-01-12,4774
2026-01-13,4758.6
