时间,沪深300指数:涨跌点数
2016-12-14,-26.0902
2016-12-15,-38.5115
2016-12-16,5.5967
2016-12-19,-17.0478
2016-12-20,-19.9186
2016-12-21,29.4719
2016-12-22,-2.864
2016-12-23,-28.0729
2016-12-26,14.8015
2016-12-27,-6.0154
2016-12-28,-14.4965
2016-12-29,-4.1239
2016-12-30,12.316
2017-01-03,32.1464
2017-01-04,26.0845
2017-01-05,-0.5225
2017-01-06,-20.1227
2017-01-09,16.2349
2017-01-10,-5.6298
2017-01-11,-23.7762
2017-01-12,-16.8713
2017-01-13,2.2881
2017-01-16,-0.4667
2017-01-17,6.9108
2017-01-18,13.009
2017-01-19,-10.0762
2017-01-20,25.6
2017-01-23,9.1917
2017-01-24,0.3701
2017-01-25,11.4533
2017-01-26,12.0564
2017-02-03,-23.4683
2017-02-06,8.7128
2017-02-07,-7.5202
2017-02-08,17.6029
2017-02-09,13.0046
2017-02-10,17.1944
2017-02-13,22.7882
2017-02-14,-0.4708
2017-02-15,-14.0911
2017-02-16,19.22
2017-02-17,-19.4912
2017-02-20,49.9507
2017-02-21,11.4304
2017-02-22,6.9337
2017-02-23,-16.4331
2017-02-24,0.5281
2017-02-27,-27.6289
2017-02-28,6.5875
2017-03-01,5.6273
2017-03-02,-23.3413
2017-03-03,-7.2335
2017-03-06,18.6212
2017-03-07,7.4725
2017-03-08,-5.2252
2017-03-09,-21.7875
2017-03-10,0.9478
2017-03-13,30.2064
2017-03-14,-1.4046
2017-03-15,6.9502
2017-03-16,17.863
2017-03-17,-35.7015
2017-03-20,3.8075
2017-03-21,16.7342
2017-03-22,-16.2966
2017-03-23,11.928
2017-03-24,27.6215
2017-03-27,-11.5612
2017-03-28,-8.2292
2017-03-29,-4.616
2017-03-30,-28.4353
2017-03-31,19.2875
2017-04-05,47.8477
2017-04-06,10.1537
2017-04-07,3.4165
2017-04-10,-12.3242
2017-04-11,12.1888
2017-04-12,-7.8893
2017-04-13,5.1275
2017-04-14,-28.0617
2017-04-17,-6.5628
2017-04-18,-17.1988
2017-04-19,-16.8668
2017-04-20,15.672
2017-04-21,5.2384
2017-04-24,-35.5278
2017-04-25,9.7156
2017-04-26,4.2089
2017-04-27,1.537
2017-04-28,-6.9672
2017-05-02,-13.1764
2017-05-03,-13.4484
2017-05-04,-8.7418
2017-05-05,-21.8362
2017-05-08,-23.7377
2017-05-09,-6.2801
2017-05-10,-14.8317
2017-05-11,18.9452
2017-05-12,28.7328
2017-05-15,13.815
2017-05-16,29.4554
2017-05-17,-18.6835
2017-05-18,-11.8529
2017-05-19,5.7365
2017-05-22,7.3895
2017-05-23,12.9553
2017-05-24,-0.0271
2017-05-25,61.4912
2017-05-26,-5.2236
2017-05-31,12.45
2017-06-01,4.8537
2017-06-02,-11.2308
2017-06-05,-17.7536
2017-06-06,24.1278
2017-06-07,40.9902
2017-06-08,27.1068
2017-06-09,15.1917
2017-06-12,-1.7809
2017-06-13,7.878
2017-06-14,-46.9687
2017-06-15,-6.5061
2017-06-16,-10.0315
2017-06-19,34.9042
2017-06-20,-7.1713
2017-06-21,41.461
2017-06-22,2.3875
2017-06-23,32.5406
2017-06-26,45.2088
2017-06-27,6.6233
2017-06-28,-28.5486
2017-06-29,22.6613
2017-06-30,-2.0302
2017-07-03,-15.9514
2017-07-04,-30.8622
2017-07-05,39.6954
2017-07-06,0.4172
2017-07-07,-4.1674
2017-07-10,-2.2425
2017-07-11,17.1218
2017-07-12,-11.985
2017-07-13,28.0969
2017-07-14,16.1735
2017-07-17,-39.5365
2017-07-18,3.6232
2017-07-19,62.5659
2017-07-20,18.1377
2017-07-21,-19.2867
2017-07-24,14.871
2017-07-25,-23.9096
2017-07-26,-14.1706
2017-07-27,6.8063
2017-07-28,9.6967
2017-07-31,15.9818
2017-08-01,32.5096
2017-08-02,-9.5303
2017-08-03,-33.0261
2017-08-04,-20.2468
2017-08-07,19.2152
2017-08-08,5.4181
2017-08-09,-1.1689
2017-08-10,-15.1232
2017-08-11,-68.5705
2017-08-14,47.3328
2017-08-15,11.3735
2017-08-16,-4.6359
2017-08-17,19.8563
2017-08-18,3.3978
2017-08-21,16.3193
2017-08-22,11.3039
2017-08-23,3.7904
2017-08-24,-21.4426
2017-08-25,61.1086
2017-08-28,46.9575
2017-08-29,-8.1743
2017-08-30,-0.2371
2017-08-31,-12.2077
2017-09-01,8.4455
2017-09-04,15.078
2017-09-05,11.4301
2017-09-06,-7.5965
2017-09-07,-19.5786
2017-09-08,-3.8818
2017-09-11,-0.3442
2017-09-12,12.2888
2017-09-13,4.672
2017-09-14,-12.6507
2017-09-15,1.3411
2017-09-18,11.8463
2017-09-19,-11.0267
2017-09-20,10.3192
2017-09-21,-4.6177
2017-09-22,-0.0872
2017-09-25,-19.9389
2017-09-26,2.9901
2017-09-27,0.4184
2017-09-28,1.3386
2017-09-29,13.9627
2017-10-09,45.7063
2017-10-10,7.6561
2017-10-11,12.8231
2017-10-12,10.2668
2017-10-13,8.0481
2017-10-16,-7.5555
2017-10-17,-0.3774
2017-10-18,31.0938
2017-10-19,-12.9131
2017-10-20,-4.3975
2017-10-23,3.9461
2017-10-24,28.5972
2017-10-25,17.5537
2017-10-26,16.6262
2017-10-27,28.3924
2017-10-30,-12.2458
2017-10-31,-3.0039
2017-11-01,-10.0958
2017-11-02,0.5122
2017-11-03,-4.4364
2017-11-06,28.1917
2017-11-07,33.3569
2017-11-08,-6.2408
2017-11-09,27.8941
2017-11-10,36.0114
2017-11-13,16.1621
2017-11-14,-28.7223
2017-11-15,-25.6814
2017-11-16,31.3426
2017-11-17,15.8386
2017-11-20,22.9826
2017-11-21,73.8681
2017-11-22,9.8651
2017-11-23,-125.17
2017-11-24,1.8068
2017-11-27,-54.2559
2017-11-28,5.876
2017-11-29,-2.0706
2017-11-30,-47.6536
2017-12-01,-7.9628
2017-12-04,20.7206
2017-12-05,21.3133
2017-12-06,-24.3493
2017-12-07,-44.7642
2017-12-08,32.3223
2017-12-11,66.1205
2017-12-12,-53.4834
2017-12-13,34.0764
2017-12-14,-23.9411
2017-12-15,-45.2958
2017-12-18,4.4356
2017-12-19,50.038
2017-12-20,-4.8396
2017-12-21,37.3587
2017-12-22,-13.2501
2017-12-25,-13.0583
2017-12-26,12.0823
2017-12-27,-62.4149
2017-12-28,27.6899
2017-12-29,11.9575
2018-01-02,56.5463
2018-01-03,23.9913
2018-01-04,17.4194
2018-01-05,9.9386
2018-01-08,21.409
2018-01-09,29.1382
2018-01-10,18.5155
2018-01-11,-2.2269
2018-01-12,19.4147
2018-01-15,0.2383
2018-01-16,33.2337
2018-01-17,-10.3566
2018-01-18,23.3004
2018-01-19,13.9782
2018-01-22,51.2024
2018-01-23,46.0155
2018-01-24,7.2724
2018-01-25,-24.8059
2018-01-26,16.2202
2018-01-29,-79.2815
2018-01-30,-45.916
2018-01-31,19.7965
2018-02-01,-30.0008
2018-02-02,25.3348
2018-02-05,2.9138
2018-02-06,-125.2608
2018-02-07,-98.3884
2018-02-08,-38.45
2018-02-09,-171.3945
2018-02-12,49.4519
2018-02-13,45.5278
2018-02-14,31.329
2018-02-22,85.7718
2018-02-23,18.3557
2018-02-26,47.3297
2018-02-27,-59.438
2018-02-28,-35.3391
2018-03-01,25.4448
2018-03-02,-32.6253
2018-03-05,1.636
2018-03-06,48.4677
2018-03-07,-29.9111
2018-03-08,40.9465
2018-03-09,31.2651
2018-03-12,18.801
2018-03-13,-36.4129
2018-03-14,-17.9086
2018-03-15,22.818
2018-03-16,-39.7401
2018-03-19,17.8253
2018-03-20,3.4562
2018-03-21,-16.6539
2018-03-22,-40.7012
2018-03-23,-115.4135
2018-03-26,-25.0425
2018-03-27,33.3759
2018-03-28,-70.5534
2018-03-29,51.3343
2018-03-30,4.4479
2018-04-02,-11.5788
2018-04-03,-24.4393
2018-04-04,-7.6171
2018-04-09,-1.9333
2018-04-10,74.2437
2018-04-11,11.1705
2018-04-12,-39.708
2018-04-13,-27.4911
2018-04-16,-62.2813
2018-04-17,-60.2218
2018-04-18,17.6408
2018-04-19,45.561
2018-04-20,-50.9887
2018-04-23,5.4714
2018-04-24,77.1629
2018-04-25,-14.7871
2018-04-26,-73.2074
2018-04-27,1.3824
2018-05-02,6.7696
2018-05-03,29.354
2018-05-04,-18.402
2018-05-07,59.5896
2018-05-08,44.489
2018-05-09,-7.0615
2018-05-10,21.4413
2018-05-11,-20.2182
2018-05-14,36.455
2018-05-15,14.8042
2018-05-16,-31.2533
2018-05-17,-28.7935
2018-05-18,39.013
2018-05-21,18.1784
2018-05-22,-15.034
2018-05-23,-51.6256
2018-05-24,-27.3655
2018-05-25,-10.719
2018-05-28,16.7619
2018-05-29,-29.2506
2018-05-30,-80.6369
2018-05-31,79.0035
2018-06-01,-31.7868
2018-06-04,36.989
2018-06-05,37.7383
2018-06-06,-7.9653
2018-06-07,-6.3383
2018-06-08,-51.3969
2018-06-11,0.3659
2018-06-12,45.9716
2018-06-13,-37.6143
2018-06-14,-14.9736
2018-06-15,-19.9317
2018-06-19,-132.3172
2018-06-20,14.327
2018-06-21,-42.4786
2018-06-22,15.9396
2018-06-25,-48.4269
2018-06-26,-29.3665
2018-06-27,-71.8491
2018-06-28,-35.7366
2018-06-29,87.459
2018-07-02,-103.0207
2018-07-03,1.3163
2018-07-04,-45.5328
2018-07-05,-21.3094
2018-07-06,22.6848
2018-07-09,94.061
2018-07-10,8.3318
2018-07-11,-59.9858
2018-07-12,73.5262
2018-07-13,11.6338
2018-07-16,-20.6038
2018-07-17,-22.7086
2018-07-18,-18.0546
2018-07-19,-2.9797
2018-07-20,64.5508
2018-07-23,32.8565
2018-07-24,55.9554
2018-07-25,-3.9535
2018-07-26,-41.5066
2018-07-27,-15.0187
2018-07-30,-6.1475
2018-07-31,2.5774
2018-08-01,-70.2686
2018-08-02,-76.4303
2018-08-03,-55.674
2018-08-06,-42.0111
2018-08-07,95.5967
2018-08-08,-54.362
2018-08-09,83.0223
2018-08-10,7.4893
2018-08-13,-14.675
2018-08-14,-17.4304
2018-08-15,-80.9377
2018-08-16,-15.2484
2018-08-17,-47.1078
2018-08-20,37.63
2018-08-21,59.3991
2018-08-22,-18.6944
2018-08-23,12.0712
2018-08-24,5.309
2018-08-27,81.2388
2018-08-28,-6.403
2018-08-29,-13.5969
2018-08-30,-35.4794
2018-08-31,-16.5906
2018-09-03,-12.6788
2018-09-04,42.0736
2018-09-05,-65.7572
2018-09-06,-35.2604
2018-09-07,14.763
2018-09-10,-47.5757
2018-09-11,-5.8565
2018-09-12,-22.1868
2018-09-13,34.5414
2018-09-14,5.524
2018-09-17,-37.1678
2018-09-18,64.5095
2018-09-19,43.0504
2018-09-20,-2.3565
2018-09-21,100.3598
2018-09-25,-30.6813
2018-09-26,37.437
2018-09-27,-13.6511
2018-09-28,35.2747
2018-10-08,-147.9661
2018-10-09,-2.2082
2018-10-10,-7.0928
2018-10-11,-157.4839
2018-10-12,46.6123
2018-10-15,-44.2746
2018-10-16,-25.4778
2018-10-17,17.2725
2018-10-18,-73.8545
2018-10-19,90.5537
2018-10-22,135.3277
2018-10-23,-86.8475
2018-10-24,4.7761
2018-10-25,6.1066
2018-10-26,-20.6734
2018-10-29,-96.7461
2018-10-30,33.3716
2018-10-31,43.5629
2018-11-01,23.2104
2018-11-02,113.2117
2018-11-05,-27.4104
2018-11-06,-19.6847
2018-11-07,-21.2403
2018-11-08,-9.1364
2018-11-09,-45.3295
2018-11-12,37.6965
2018-11-13,32.2416
2018-11-14,-32.4396
2018-11-15,37.4288
2018-11-16,15.302
2018-11-19,36.9296
2018-11-20,-76.1955
2018-11-21,8.0842
2018-11-22,-12.0645
2018-11-23,-70.9521
2018-11-26,-2.2318
2018-11-27,-4.0021
2018-11-28,41.6913
2018-11-29,-41.2784
2018-11-30,35.0358
2018-12-03,88.2602
2018-12-04,6.7593
2018-12-05,-15.7054
2018-12-06,-70.3311
2018-12-07,-0.1084
2018-12-10,-36.8015
2018-12-11,15.0527
2018-12-12,10.7934
2018-12-13,49.0832
2018-12-14,-53.7815
2018-12-17,-4.7143
2018-12-18,-32.7701
2018-12-19,-37.301
2018-12-20,-23.7086
2018-12-21,-38.0218
2018-12-24,8.803
2018-12-25,-20.9166
2018-12-26,-15.2488
2018-12-27,-11.527
2018-12-28,20.1479
2019-01-02,-41.1183
2019-01-03,-4.6932
2019-01-04,71.032
2019-01-07,18.4289
2019-01-08,-6.5995
2019-01-09,30.7724
2019-01-10,-5.7895
2019-01-11,22.0918
2019-01-14,-26.9937
2019-01-15,60.2059
2019-01-16,0.6613
2019-01-17,-17.2349
2019-01-18,56.7571
2019-01-21,17.4625
2019-01-22,-42.3193
2019-01-23,-2.2639
2019-01-24,17.7285
2019-01-25,25.6879
2019-01-28,-0.6919
2019-01-29,10.1921
2019-01-30,-25.4869
2019-01-31,33.1502
2019-02-01,45.764
2019-02-11,59.0754
2019-02-12,23.8628
2019-02-13,66.6923
2019-02-14,5.1127
2019-02-15,-63.4356
2019-02-18,107.0401
2019-02-19,-6.137
2019-02-20,12.3195
2019-02-21,-9.2217
2019-02-22,77.4126
2019-02-25,209.3649
2019-02-26,-44.7896
2019-02-27,-6.3014
2019-02-28,-9.0218
2019-03-01,80.344
2019-03-04,44.3897
2019-03-05,21.9092
2019-03-06,32.0771
2019-03-07,-39.2406
2019-03-08,-151.2707
2019-03-11,72.3756
2019-03-12,25.3973
2019-03-13,-31.1578
2019-03-14,-25.7083
2019-03-15,46.5192
2019-03-18,106.7429
2019-03-19,-17.7853
2019-03-20,1.4771
2019-03-21,1.4516
2019-03-22,-3.09
2019-03-25,-90.9761
2019-03-26,-42.3864
2019-03-27,42.949
2019-03-28,-14.9925
2019-03-29,143.9459
2019-04-01,101.5868
2019-04-02,-2.6428
2019-04-03,50.8714
2019-04-04,40.0743
2019-04-08,-5.0023
2019-04-09,18.2015
2019-04-10,10.4169
2019-04-11,-88.2692
2019-04-12,-8.961
2019-04-15,-13.0924
2019-04-16,110.2647
2019-04-17,1.4507
2019-04-18,-15.1645
2019-04-19,48.5325
2019-04-22,-94.9969
2019-04-23,-6.6056
2019-04-24,11.0834
2019-04-25,-88.2727
2019-04-26,-52.5412
2019-04-29,11.0591
2019-04-30,12.8771
2019-05-06,-228.5942
2019-05-07,36.0516
2019-05-08,-53.211
2019-05-09,-67.7573
2019-05-10,130.7512
2019-05-13,-61.7258
2019-05-14,-23.5752
2019-05-15,81.942
2019-05-16,16.8712
2019-05-17,-95.2026
2019-05-20,-30.9685
2019-05-21,48.9838
2019-05-22,-17.3966
2019-05-23,-65.415
2019-05-24,9.9493
2019-05-27,43.2832
2019-05-28,35.0634
2019-05-29,-8.3515
2019-05-30,-22.7257
2019-05-31,-11.394
2019-06-03,2.2234
2019-06-04,-33.5461
2019-06-05,-1.3616
2019-06-06,-32.4272
2019-06-10,46.0657
2019-06-11,108.5324
2019-06-12,-28.1802
2019-06-13,-5.7024
2019-06-14,-30.5134
2019-06-17,-0.0551
2019-06-18,12.7937
2019-06-19,48.3196
2019-06-20,112.5802
2019-06-21,5.42
2019-06-24,7.3276
2019-06-25,-39.9561
2019-06-26,-6.9788
2019-06-27,40.4862
2019-06-28,-9.2299
2019-07-01,110.2243
2019-07-02,1.3575
2019-07-03,-43.635
2019-07-04,-20.4322
2019-07-05,20.1006
2019-07-08,-90.4128
2019-07-09,-9.66
2019-07-10,-6.3907
2019-07-11,-1.518
2019-07-12,23.5101
2019-07-15,15.4567
2019-07-16,-17.3429
2019-07-17,-2.2065
2019-07-18,-36.2365
2019-07-19,39.5532
2019-07-22,-26.2719
2019-07-23,8.2303
2019-07-24,29.919
2019-07-25,31.234
2019-07-26,7.5023
2019-07-29,-4.2984
2019-07-30,16.0472
2019-07-31,-34.9587
2019-08-01,-31.8895
2019-08-02,-56.0315
2019-08-05,-71.7495
2019-08-06,-39.3595
2019-08-07,-14.8979
2019-08-08,47.8626
2019-08-09,-35.764
2019-08-12,65.5751
2019-08-13,-33.3532
2019-08-14,16.65
2019-08-15,11.5991
2019-08-16,16.538
2019-08-19,80.556
2019-08-20,-3.3622
2019-08-21,-5.9745
2019-08-22,11.7482
2019-08-23,27.3577
2019-08-26,-54.9533
2019-08-27,51.0354
2019-08-28,-14.3615
2019-08-29,-12.3977
2019-08-30,9.3996
2019-09-02,48.7335
2019-09-03,5.2908
2019-09-04,32.3906
2019-09-05,39.3218
2019-09-06,23.1845
2019-09-09,24.4409
2019-09-10,-13.6834
2019-09-11,-29.1651
2019-09-12,42.28
2019-09-16,-14.6645
2019-09-17,-66.4946
2019-09-18,18.8629
2019-09-19,14.2986
2019-09-20,11.2688
2019-09-23,-44.9895
2019-09-24,10.4142
2019-09-25,-30.0921
2019-09-26,-29.8449
2019-09-27,11.5146
2019-09-30,-38.1252
2019-10-08,23.1509
2019-10-09,5.5601
2019-10-10,31.3999
2019-10-11,37.0862
2019-10-14,41.5158
2019-10-15,-16.9913
2019-10-16,-13.5644
2019-10-17,2.5362
2019-10-18,-55.8439
2019-10-21,11.4621
2019-10-22,15.0411
2019-10-23,-24.7961
2019-10-24,-0.417
2019-10-25,26.1245
2019-10-28,29.7927
2019-10-29,-16.359
2019-10-30,-19.0005
2019-10-31,-4.4736
2019-11-01,65.6353
2019-11-04,25.7344
2019-11-05,24.6912
2019-11-06,-17.9312
2019-11-07,6.9933
2019-11-08,-18.8642
2019-11-11,-70.0324
2019-11-12,0.7105
2019-11-13,-3.7073
2019-11-14,5.8755
2019-11-15,-28.7678
2019-11-18,30.8399
2019-11-19,39.1101
2019-11-20,-39.1751
2019-11-21,-18.2661
2019-11-22,-39.6032
2019-11-25,28.2113
2019-11-26,13.4472
2019-11-27,-16.0347
2019-11-28,-13.3157
2019-11-29,-33.6323
2019-12-02,7.3883
2019-12-03,15.0284
2019-12-04,-1.2683
2019-12-05,29.5448
2019-12-06,23.0215
2019-12-09,-6.9385
2019-12-10,4.9375
2019-12-11,2.3649
2019-12-12,-11.725
2019-12-13,77.1969
2019-12-16,19.3253
2019-12-17,54.2532
2019-12-18,-9.017
2019-12-19,-5.6331
2019-12-20,-9.8968
2019-12-23,-50.1565
2019-12-24,25.8619
2019-12-25,-2.091
2019-12-26,35.1208
2019-12-27,-3.9601
2019-12-30,59.6056
2019-12-31,14.9487
2020-01-02,55.6587
2020-01-03,-7.2759
2020-01-06,-15.6695
2020-01-07,30.932
2020-01-08,-47.9102
2020-01-09,52.0525
2020-01-10,-1.1848
2020-01-13,40.8034
2020-01-14,-14.1021
2020-01-15,-23.1518
2020-01-16,-17.691
2020-01-17,5.8096
2020-01-20,30.9774
2020-01-21,-71.5219
2020-01-22,17.6226
2020-01-23,-128.0298
2020-02-03,-315.5435
2020-02-04,97.2798
2020-02-05,42.8896
2020-02-06,71.2479
2020-02-07,0.0942
2020-02-10,16.1359
2020-02-11,36.4591
2020-02-12,31.9682
2020-02-13,-24.5137
2020-02-14,27.8154
2020-02-17,89.6899
2020-02-18,-19.9133
2020-02-19,-6.2001
2020-02-20,93.3454
2020-02-21,4.8342
2020-02-24,-16.6515
2020-02-25,-8.9845
2020-02-26,-50.8391
2020-02-27,11.8607
2020-02-28,-144.8271
2020-03-02,129.6174
2020-03-03,21.6953
2020-03-04,23.6909
2020-03-05,91.6727
2020-03-06,-68.2179
2020-03-09,-141.3747
2020-03-10,85.599
2020-03-11,-54.3026
2020-03-12,-77.5178
2020-03-13,-55.5983
2020-03-16,-167.473
2020-03-17,-18.1576
2020-03-18,-73.4257
2020-03-19,-47.1639
2020-03-20,64.1313
2020-03-23,-122.9181
2020-03-24,94.8088
2020-03-25,97.4035
2020-03-26,-24.4709
2020-03-27,12.0133
2020-03-30,-35.9497
2020-03-31,12.0443
2020-04-01,-11.0793
2020-04-02,59.4548
2020-04-03,-21.3123
2020-04-07,84.8031
2020-04-08,-17.6769
2020-04-09,12.466
2020-04-10,-23.6323
2020-04-13,-15.9216
2020-04-14,72.4425
2020-04-15,-28.3368
2020-04-16,5.0183
2020-04-17,37.1065
2020-04-20,13.968
2020-04-21,-45.4077
2020-04-22,31.336
2020-04-23,-9.6309
2020-04-24,-32.7804
2020-04-27,25.7969
2020-04-28,26.3775
2020-04-29,17.8855
2020-04-30,45.5452
2020-05-06,23.6767
2020-05-07,-11.3593
2020-05-08,38.7271
2020-05-11,-3.4414
2020-05-12,0.0575
2020-05-13,8.0151
2020-05-14,-43.0352
2020-05-15,-12.4018
2020-05-18,10.0958
2020-05-19,33.3378
2020-05-20,-21.0275
2020-05-21,-21.4271
2020-05-22,-89.7309
2020-05-25,5.2605
2020-05-26,43.4456
2020-05-27,-27.1566
2020-05-28,11.0189
2020-05-29,10.3908
2020-06-01,104.317
2020-06-02,12.2275
2020-06-03,0.08
2020-06-04,-1.4626
2020-06-05,19.0658
2020-06-08,20.704
2020-06-09,25.0744
2020-06-10,-7.3242
2020-06-11,-43.8205
2020-06-12,7.1983
2020-06-15,-48.0946
2020-06-16,59.5819
2020-06-17,3.0239
2020-06-18,26.7901
2020-06-19,54.3253
2020-06-22,3.3364
2020-06-23,19.7485
2020-06-24,17.1951
2020-06-29,-29.2731
2020-06-30,54.2473
2020-07-01,83.8198
2020-07-02,88.061
2020-07-03,83.751
2020-07-06,250.4994
2020-07-07,28.0315
2020-07-08,75.8778
2020-07-09,66.767
2020-07-10,-87.6379
2020-07-13,99.8279
2020-07-14,-46.271
2020-07-15,-62.2215
2020-07-16,-228.2155
2020-07-17,28.4475
2020-07-20,135.6039
2020-07-21,10.7379
2020-07-22,23.4029
2020-07-23,-2.0097
2020-07-24,-206.8451
2020-07-27,22.8594
2020-07-28,39.8076
2020-07-29,110.7504
2020-07-30,-22.8574
2020-07-31,38.8956
2020-08-03,76.2646
2020-08-04,4.4916
2020-08-05,1.3065
2020-08-06,-14.3447
2020-08-07,-54.838
2020-08-10,16.9435
2020-08-11,-43.086
2020-08-12,-34.1391
2020-08-13,-11.932
2020-08-14,68.9162
2020-08-17,110.5973
2020-08-18,-2.4697
2020-08-19,-72.078
2020-08-20,-61.524
2020-08-21,39.6887
2020-08-24,37.006
2020-08-25,6.1016
2020-08-26,-55.8205
2020-08-27,25.2149
2020-08-28,112.9201
2020-08-31,-28.0499
2020-09-01,25.907
2020-09-02,1.7647
2020-09-03,-26.7918
2020-09-04,-46.8762
2020-09-07,-100.8513
2020-09-08,25.0217
2020-09-09,-109.8007
2020-09-10,-2.6112
2020-09-11,45.3051
2020-09-14,23.7681
2020-09-15,37.4319
2020-09-16,-31.1242
2020-09-17,-24.6442
2020-09-18,104.3745
2020-09-21,-45.6606
2020-09-22,-55.6673
2020-09-23,16.5665
2020-09-24,-89.2616
2020-09-25,6.9559
2020-09-28,11.8869
2020-09-29,9.8908
2020-09-30,-4.404
2020-10-09,93.7459
2020-10-12,142.0166
2020-10-13,16.0432
2020-10-14,-32.0989
2020-10-15,-8.366
2020-10-16,-7.0601
2020-10-19,-36.1881
2020-10-20,37.9793
2020-10-21,-0.6388
2020-10-22,-14.8439
2020-10-23,-59.4964
2020-10-26,-27.2522
2020-10-27,8.0433
2020-10-28,37.9926
2020-10-29,35.648
2020-10-30,-77.586
2020-11-02,25.4975
2020-11-03,56.7295
2020-11-04,36.0956
2020-11-05,71.4554
2020-11-06,0.606
2020-11-09,95.6319
2020-11-10,-27.4741
2020-11-11,-48.9775
2020-11-12,3.5649
2020-11-13,-51.6117
2020-11-16,47.3203
2020-11-17,-9.3856
2020-11-18,-3.1144
2020-11-19,36.3175
2020-11-20,15.2991
2020-11-23,61.7391
2020-11-24,-30.7418
2020-11-25,-63.5855
2020-11-26,8.8912
2020-11-27,61.1738
2020-11-30,-20.5131
2020-12-01,106.8464
2020-12-02,0.0464
2020-12-03,-10.0844
2020-12-04,8.856
2020-12-07,-43.6812
2020-12-08,-12.3565
2020-12-09,-67.18
2020-12-10,-2.1737
2020-12-11,-50.8957
2020-12-14,45.206
2020-12-15,10.2648
2020-12-16,8.767
2020-12-17,63.6114
2020-12-18,-17.5106
2020-12-21,46.8718
2020-12-22,-82.0669
2020-12-23,42.3508
2020-12-24,-7.1081
2020-12-25,41.9983
2020-12-28,22.401
2020-12-29,-21.4786
2020-12-30,70.7744
2020-12-31,97.578
2021-01-04,56.4296
2021-01-05,100.7868
2021-01-06,49.1628
2021-01-07,95.9891
2021-01-08,-18.2262
2021-01-11,-54.2723
2021-01-12,155.1942
2021-01-13,-18.3814
2021-01-14,-107.5148
2021-01-15,-12.3751
2021-01-18,60.4393
2021-01-19,-80.9971
2021-01-20,38.9102
2021-01-21,88.5357
2021-01-22,4.8067
2021-01-25,56.1472
2021-01-26,-112.9554
2021-01-27,15.0356
2021-01-28,-150.8607
2021-01-29,-25.1781
2021-02-01,65.6838
2021-02-02,83.4431
2021-02-03,-15.8907
2021-02-04,-11.2533
2021-02-05,9.4665
2021-02-08,81.1478
2021-02-09,121.6884
2021-02-10,121.4689
2021-02-18,-39.3377
2021-02-19,10.4606
2021-02-22,-181.5093
2021-02-23,-17.6646
2021-02-24,-142.0998
2021-02-25,31.9901
2021-02-26,-132.7975
2021-03-01,82.0228
2021-03-02,-69.1536
2021-03-03,102.5824
2021-03-04,-171.5067
2021-03-05,-17.91
2021-03-08,-182.7712
2021-03-09,-109.0252
2021-03-10,32.6127
2021-03-11,124.6035
2021-03-12,18.163
2021-03-15,-110.8345
2021-03-16,43.8183
2021-03-17,21.4957
2021-03-18,40.91
2021-03-19,-134.6774
2021-03-22,50.0613
2021-03-23,-47.9061
2021-03-24,-80.5606
2021-03-25,-2.3384
2021-03-26,111.643
2021-03-29,8.8874
2021-03-30,47.8518
2021-03-31,-46.3684
2021-04-01,62.4161
2021-04-02,50.7801
2021-04-06,-21.2151
2021-04-07,-36.599
2021-04-08,8.4658
2021-04-09,-76.8712
2021-04-12,-87.5915
2021-04-13,-8.1021
2021-04-14,40.9841
2021-04-15,-31.6538
2021-04-16,17.207
2021-04-19,120.8354
2021-04-20,-3.6511
2021-04-21,15.3795
2021-04-22,-9.5014
2021-04-23,46.2099
2021-04-26,-58.2162
2021-04-27,13.2823
2021-04-28,28.7226
2021-04-29,44.9271
2021-04-30,-40.6802
2021-05-06,-62.3646
2021-05-07,-65.0717
2021-05-10,-3.6307
2021-05-11,30.6375
2021-05-12,21.4886
2021-05-13,-51.5743
2021-05-14,117.6163
2021-05-17,74.3952
2021-05-18,2.616
2021-05-19,-15.3293
2021-05-20,14.14
2021-05-21,-52.2637
2021-05-24,21.4392
2021-05-25,162.8905
2021-05-26,2.1147
2021-05-27,17.6402
2021-05-28,-17.1443
2021-05-31,10.481
2021-06-01,10.1102
2021-06-02,-51.7062
2021-06-03,-34.6881
2021-06-04,26.9917
2021-06-07,-4.6501
2021-06-08,-45.5106
2021-06-09,4.3328
2021-06-10,35.0168
2021-06-11,-46.7631
2021-06-15,-58.1433
2021-06-16,-86.0688
2021-06-17,21.4015
2021-06-18,0.5733
2021-06-21,-12.0803
2021-06-22,31.7729
2021-06-23,25.2355
2021-06-24,8.58
2021-06-25,83.9946
2021-06-28,11.792
2021-06-29,-61.2159
2021-06-30,33.4965
2021-07-01,5.6232
2021-07-02,-148.547
2021-07-05,4.6752
2021-07-06,-2.6881
2021-07-07,57.3856
2021-07-08,-52.2333
2021-07-09,-18.8205
2021-07-12,63.2727
2021-07-13,9.3903
2021-07-14,-59.0142
2021-07-15,68.3777
2021-07-16,-56.6899
2021-07-19,18.7218
2021-07-20,-4.5004
2021-07-21,35.0487
2021-07-22,7.7089
2021-07-23,-62.5235
2021-07-26,-163.9292
2021-07-27,-173.986
2021-07-28,9.1696
2021-07-29,89.792
2021-07-30,-39.1051
2021-08-02,122.5665
2021-08-03,0.7223
2021-08-04,44.3896
2021-08-05,-30.1776
