国家,英国,英国
指标名称,期货收盘价(连续):IPE鹿特丹煤炭,期货结算价(连续):IPE鹿特丹煤炭
频率,日,日
单位,美元/吨,美元/吨
指标ID,S0202719,S0202718
时间区间,2008-11-25:2026-01-12,2008-11-25:2026-01-12
来源,ICE,ICE
2012-08-17,94.25,94.25
2012-08-20,94.1,94.1
2012-08-21,94.35,94.35
2012-08-22,94.15,94.15
2012-08-23,93.9,93.9
2012-08-24,94,94
2012-08-28,93.9,93.9
2012-08-29,93.9,93.9
2012-08-30,93.9,93.9
2012-08-31,93.9,93.9
2012-09-03,93.05,93.05
2012-09-04,92.6,92.6
2012-09-05,92.35,92.35
2012-09-06,92.3,92.3
2012-09-07,92.25,92.25
2012-09-10,91.55,91.55
2012-09-11,90.8,90.8
2012-09-12,90.2,90.2
2012-09-13,89.65,89.65
2012-09-14,90,90
2012-09-17,89.9,89.9
2012-09-18,89.7,89.7
2012-09-19,89.9,89.9
2012-09-20,89.7,89.7
2012-09-21,89.7,89.7
2012-09-24,89.5,89.5
2012-09-25,89.5,89.5
2012-09-26,89.5,89.5
2012-09-27,89.5,89.5
2012-09-28,89.5,89.5
2012-10-01,87.05,87.05
2012-10-02,87.2,87.2
2012-10-03,87,87
2012-10-04,87.55,87.55
2012-10-05,88.05,88.05
2012-10-08,88.15,88.15
2012-10-09,88.05,88.05
2012-10-10,87.45,87.45
2012-10-11,86.9,86.9
2012-10-12,86.3,86.3
2012-10-15,85.35,85.35
2012-10-16,86,86
2012-10-17,86.7,86.7
2012-10-18,86.65,86.65
2012-10-19,86.8,86.8
2012-10-22,86.8,86.8
2012-10-23,86.75,86.75
2012-10-24,86.65,86.65
2012-10-25,86.65,86.65
2012-10-26,86.6,86.6
2012-10-29,84.8,84.8
2012-10-30,85.4,85.4
2012-10-31,85.5,85.5
2012-11-01,85.85,85.85
2012-11-02,86.1,86.1
2012-11-05,86.85,86.85
2012-11-06,87.85,87.85
2012-11-07,87.3,87.3
2012-11-08,87.9,87.9
2012-11-09,87.95,87.95
2012-11-12,88.55,88.55
2012-11-13,88.4,88.4
2012-11-14,88.4,88.4
2012-11-15,89.15,89.15
2012-11-16,89.55,89.55
2012-11-19,89.35,89.35
2012-11-20,89.15,89.15
2012-11-21,88.9,88.9
2012-11-22,89.2,89.2
2012-11-23,89.35,89.35
2012-11-26,89.35,89.35
2012-11-27,89.5,89.5
2012-11-28,89.5,89.5
2012-11-29,89.5,89.5
2012-11-30,89.5,89.5
2012-12-03,93.1,93.1
2012-12-04,92.65,92.65
2012-12-05,92,92
2012-12-06,91.05,91.05
2012-12-07,90.45,90.45
2012-12-10,90.05,90.05
2012-12-11,89.4,89.4
2012-12-12,88.5,88.5
2012-12-13,88.85,88.85
2012-12-14,89.85,89.85
2012-12-17,90.25,90.25
2012-12-18,90.65,90.65
2012-12-19,90.85,90.85
2012-12-20,90.45,90.45
2012-12-21,90.2,90.2
2012-12-24,90.35,90.35
2012-12-26,90.35,90.35
2012-12-27,90.35,90.35
2012-12-28,90.05,90.05
2012-12-31,89.95,89.95
2013-01-02,89.7,89.7
2013-01-03,88.6,88.6
2013-01-04,88.5,88.5
2013-01-07,88.45,87.35
2013-01-08,86.7,86.7
2013-01-09,86.7,86.7
2013-01-10,86.55,86.55
2013-01-11,86.45,86.45
2013-01-14,86.15,86.15
2013-01-15,86.05,86.05
2013-01-16,86.05,86.05
2013-01-17,86.55,86.55
2013-01-18,87.23,86.45
2013-01-21,86.2,86.2
2013-01-22,86.15,86.15
2013-01-23,86.05,86.05
2013-01-24,86.15,86.15
2013-01-25,86.2,86.2
2013-01-28,87.75,87.75
2013-01-29,87.15,87.15
2013-01-30,86.9,86.9
2013-01-31,86.05,86.05
2013-02-01,86.25,86.25
2013-02-04,86.2,86.2
2013-02-05,86.65,86.65
2013-02-06,86.7,86.7
2013-02-07,87.05,87.05
2013-02-08,88.65,88.65
2013-02-11,87.9,87.9
2013-02-12,87.6,87.6
2013-02-13,87.55,87.55
2013-02-14,87.4,87.4
2013-02-15,87.3,87.3
2013-02-18,87.2,87.2
2013-02-19,87.6,87.6
2013-02-20,87.65,87.65
2013-02-21,87.6,87.6
2013-02-22,87.65,87.65
2013-02-25,89.35,89.35
2013-02-26,89.45,89.45
2013-02-27,89.25,89.25
2013-02-28,90.6,90.6
2013-03-01,89.95,89.95
2013-03-04,88.5,88.5
2013-03-05,88.1,88.1
2013-03-06,87.6,87.6
2013-03-07,87.95,87.95
2013-03-08,87.75,87.75
2013-03-11,87.7,87.7
2013-03-12,87.9,87.9
2013-03-13,87.3,87.3
2013-03-14,87.1,87.1
2013-03-15,86.9,86.9
2013-03-18,86.5,86.5
2013-03-19,85.65,85.65
2013-03-20,85.55,85.55
2013-03-21,85.35,85.35
2013-03-22,85.5,85.5
2013-03-25,85.3,85.3
2013-03-26,85.4,85.4
2013-03-27,85.15,85.15
2013-03-28,85.4,85.4
2013-04-02,78.25,78.25
2013-04-03,80.1,80.1
2013-04-04,80.9,80.9
2013-04-05,81.5,81.5
2013-04-08,81.5,81.5
2013-04-09,80.55,80.55
2013-04-10,80.95,80.95
2013-04-11,81.6,81.6
2013-04-12,82.2,82.2
2013-04-15,81.75,81.75
2013-04-16,82.25,82.25
2013-04-17,81.65,81.65
2013-04-18,81.65,81.65
2013-04-19,82.1,82.1
2013-04-22,82.3,82.3
2013-04-23,82.65,82.65
2013-04-24,82.4,82.4
2013-04-25,82.5,82.5
2013-04-26,82.25,82.25
2013-04-29,84.9,84.9
2013-04-30,83.95,83.95
2013-05-01,83.1,83.1
2013-05-02,83.3,83.3
2013-05-03,83.9,83.9
2013-05-07,83.75,83.75
2013-05-08,83.75,83.75
2013-05-09,83.8,83.8
2013-05-10,83.3,83.3
2013-05-13,82.55,82.55
2013-05-14,82.75,82.75
2013-05-15,82.7,82.7
2013-05-16,82.3,82.3
2013-05-17,81.95,81.95
2013-05-20,82,82
2013-05-21,82.15,82.15
2013-05-22,82.05,82.05
2013-05-23,82.1,82.1
2013-05-24,82.1,82.1
2013-05-28,82,82
2013-05-29,82.1,82.1
2013-05-30,82.05,82.05
2013-05-31,82.05,82.05
2013-06-03,78.3,78.3
2013-06-04,77.7,77.7
2013-06-05,77.7,77.7
2013-06-06,77.3,77.3
2013-06-07,77.15,77.15
2013-06-10,76.4,76.4
2013-06-11,75.4,75.4
2013-06-12,75.25,75.25
2013-06-13,74.5,74.5
2013-06-14,74.25,74.25
2013-06-17,74.15,74.15
2013-06-18,74.4,74.4
2013-06-19,74.55,74.55
2013-06-20,74.65,74.65
2013-06-21,74.5,74.5
2013-06-24,74.4,74.4
2013-06-25,74.65,74.65
2013-06-26,74.5,74.5
2013-06-27,74.55,74.55
2013-06-28,74.55,74.55
2013-07-01,73.7,73.7
2013-07-02,73.55,73.55
2013-07-03,74,74
2013-07-04,73.95,73.95
2013-07-05,74.95,74.95
2013-07-08,74.8,74.8
2013-07-09,74.85,74.85
2013-07-10,74.6,74.6
2013-07-11,74.9,74.9
2013-07-12,74.6,74.6
2013-07-15,74.9,74.9
2013-07-16,75.1,75.1
2013-07-17,75.05,75.05
2013-07-18,74.85,74.85
2013-07-19,74.6,74.6
2013-07-22,74.4,74.4
2013-07-23,74.9,74.9
2013-07-24,74.9,74.9
2013-07-25,75,75
2013-07-26,74.9,74.9
2013-07-29,77.65,77.65
2013-07-30,77.55,77.55
2013-07-31,76.35,76.35
2013-08-01,76.15,76.15
2013-08-02,75.55,75.55
2013-08-05,75.2,75.2
2013-08-06,75.1,75.1
2013-08-07,75.15,75.15
2013-08-08,75.1,75.1
2013-08-09,75.4,75.4
2013-08-12,75.3,75.3
2013-08-13,75.4,75.4
2013-08-14,75.5,75.5
2013-08-15,75.45,75.45
2013-08-16,75.55,75.55
2013-08-19,75.5,75.5
2013-08-20,75.45,75.45
2013-08-21,75.45,75.45
2013-08-22,75.65,75.65
2013-08-23,75.8,75.8
2013-08-26,75.8,75.8
2013-08-27,75.55,75.55
2013-08-28,75.4,75.4
2013-08-29,75.6,75.6
2013-08-30,75.6,75.6
2013-09-02,76.45,76.45
2013-09-03,76.4,76.4
2013-09-04,76.4,76.4
2013-09-05,76.7,76.7
2013-09-06,76.1,76.1
2013-09-09,76.35,76.35
2013-09-10,76.25,76.25
2013-09-11,76.45,76.45
2013-09-12,76.7,76.7
2013-09-13,77,77
2013-09-16,76.9,76.9
2013-09-17,77.7,77.7
2013-09-18,78.15,78.15
2013-09-19,78,78
2013-09-20,77.7,77.7
2013-09-23,78.3,78.3
2013-09-24,78.5,78.3
2013-09-25,78.45,78.45
2013-09-26,78.45,78.45
2013-09-27,78.3,78.3
2013-09-30,82.6,82.6
2013-10-01,81.6,81.6
2013-10-02,82.55,82.55
2013-10-03,82.4,82.4
2013-10-04,82.9,82.9
2013-10-07,83.05,83.05
2013-10-08,82.8,82.8
2013-10-09,80.62,80.62
2013-10-10,82.8,82.8
2013-10-11,82.4,82.4
2013-10-14,82.5,82.5
2013-10-15,82.4,82.4
2013-10-16,82.8,82.8
2013-10-17,83.45,83.45
2013-10-18,83.7,83.7
2013-10-21,83.8,83.8
2013-10-22,83.8,83.8
2013-10-23,83.75,83.75
2013-10-24,83.9,83.9
2013-10-25,83.95,83.95
2013-10-28,86.4,86.4
2013-10-29,86.15,86.25
2013-10-30,85.75,85.75
2013-10-31,83.4,83.75
2013-11-01,83.1,83.1
2013-11-04,83,83.05
2013-11-05,83.25,83.25
2013-11-06,83.9,84
2013-11-07,84.35,84.35
2013-11-08,84.05,84.05
2013-11-11,84.1,84.1
2013-11-12,83.25,83.25
2013-11-13,83.15,83.15
2013-11-14,83.4,83.4
2013-11-15,83.8,83.8
2013-11-18,83.75,83.75
2013-11-19,83.85,83.85
2013-11-20,84.5,84.5
2013-11-21,84.4,84.4
2013-11-22,84.4,84.4
2013-11-25,84.05,84.05
2013-11-26,84.45,84.45
2013-11-27,84.35,84.35
2013-11-28,84.5,84.5
2013-11-29,84.4,84.4
2013-12-02,82.25,82.25
2013-12-03,82.25,82.25
2013-12-04,81.95,81.95
2013-12-05,82.6,82.6
2013-12-06,83.35,83.35
2013-12-09,83.65,83.65
2013-12-10,84.6,84.6
2013-12-11,85.15,85.15
2013-12-12,85.8,85.8
2013-12-13,85.9,85.9
2013-12-16,85.45,85.45
2013-12-17,85.3,85.3
2013-12-18,85.2,85.2
2013-12-19,84.95,84.95
2013-12-20,85,85
2013-12-23,84.9,84.9
2013-12-24,84.9,84.9
2013-12-26,84.9,84.9
2013-12-27,85.05,85.05
2013-12-30,81,81
2013-12-31,80.93,80.93
2014-01-02,80.22,80.22
2014-01-03,79.08,79.08
2014-01-06,79.2,79.2
2014-01-07,79.12,79.12
2014-01-08,81.32,81.32
2014-01-09,83.28,83.28
2014-01-10,82.57,82.57
2014-01-13,82.88,82.88
2014-01-14,82.6,82.75
2014-01-15,83.75,83.75
2014-01-16,84.07,84.07
2014-01-17,83.98,83.98
2014-01-20,83.4,83.4
2014-01-21,82.78,82.78
2014-01-22,81.63,81.63
2014-01-23,81.7,81.7
2014-01-24,82.1,82.27
2014-01-27,82.28,82.28
2014-01-28,82.4,82.4
2014-01-29,81.75,81.75
2014-01-30,81.7,81.7
2014-01-31,80.63,80.63
2014-02-03,79.65,79.65
2014-02-04,79.45,79.45
2014-02-05,79.55,80.15
2014-02-06,80.05,80.05
2014-02-07,79.4,79.4
2014-02-10,79.05,79.05
2014-02-11,79.3,79.3
2014-02-12,79.4,79.4
2014-02-13,79.15,79.15
2014-02-14,79.3,79.3
2014-02-17,78.8,78.8
2014-02-18,78.65,78.65
2014-02-19,77.8,77.8
2014-02-20,77.55,77.55
2014-02-21,77.4,77.4
2014-02-24,77.15,77.15
2014-02-25,77.1,77.1
2014-02-26,77.1,77.1
2014-02-27,77.1,77.1
2014-02-28,77.1,77.1
2014-03-03,74.3,74.3
2014-03-04,73.25,73.25
2014-03-05,73.15,73.15
2014-03-06,73.75,73.75
2014-03-07,73.7,73.7
2014-03-10,73.6,73.6
2014-03-11,74.75,74.75
2014-03-12,75.35,75.35
2014-03-13,75.45,75.45
2014-03-14,75.65,75.65
2014-03-17,75.9,75.9
2014-03-18,75.5,75.5
2014-03-19,75.4,75.4
2014-03-20,75.2,75.2
2014-03-21,75.4,75.4
2014-03-24,75.35,75.35
2014-03-25,75.1,75.1
2014-03-26,75.1,75.1
2014-03-27,75.1,75.1
2014-03-28,75.2,75.2
2014-03-31,76.7,77.55
2014-04-01,76.25,76.2
2014-04-02,75.2,75.2
2014-04-03,75.15,75.15
2014-04-04,74.75,74.75
2014-04-07,75.28,75.28
2014-04-08,74.8,74.8
2014-04-09,74.83,74.83
2014-04-10,75.57,75.57
2014-04-11,75.68,75.68
2014-04-14,76.05,76.05
2014-04-15,76.78,76.78
2014-04-16,77.18,77.18
2014-04-17,76.47,76.47
2014-04-22,75.78,75.78
2014-04-23,76.02,76.02
2014-04-24,76.15,76.15
2014-04-25,76.35,76.35
2014-04-28,76.65,76.65
2014-04-29,76.15,76.15
2014-04-30,75.05,75.05
2014-05-01,74.9,74.9
2014-05-02,75,75
2014-05-06,75.3,75.3
2014-05-07,74.85,74.85
2014-05-08,75.15,75.15
2014-05-09,75.25,75.25
2014-05-12,75,75
2014-05-13,75.1,75.1
2014-05-14,75.3,75.3
2014-05-15,75.3,75.3
2014-05-16,75.25,75.25
2014-05-19,75.1,75.1
2014-05-20,74.9,74.9
2014-05-21,74.95,74.95
2014-05-22,75.1,75.1
2014-05-23,75,75
2014-05-27,74.8,74.8
2014-05-28,74.8,74.8
2014-05-29,74.8,74.8
2014-05-30,74.75,74.75
2014-06-02,74.3,74.2
2014-06-03,74.15,74.15
2014-06-04,73.9,73.9
2014-06-05,72.95,72.95
2014-06-06,72.75,72.75
2014-06-09,72.75,72.75
2014-06-10,72.7,72.7
2014-06-11,72.6,72.6
2014-06-12,72.6,72.6
2014-06-13,72.9,72.9
2014-06-16,73.05,73.05
2014-06-17,72.8,72.8
2014-06-18,72.55,72.55
2014-06-19,72.65,72.65
2014-06-20,72.5,72.5
2014-06-23,72.4,72.4
2014-06-24,72.25,72.25
2014-06-25,72.4,72.4
2014-06-26,72.35,72.35
2014-06-27,72.35,72.35
2014-06-30,73.25,73.62
2014-07-01,73.75,73.75
2014-07-02,73.55,73.48
2014-07-03,73.12,73.12
2014-07-04,73.18,73.18
2014-07-07,73.35,73.35
2014-07-08,73.32,73.32
2014-07-09,73.02,73.02
2014-07-10,72.98,72.98
2014-07-11,72.97,72.97
2014-07-14,73.45,73.45
2014-07-15,73.38,73.38
2014-07-16,73.3,73.3
2014-07-17,73.7,73.7
2014-07-18,73.73,73.73
2014-07-21,74.17,74.17
2014-07-22,75.1,75.1
2014-07-23,75.35,75.35
2014-07-24,75.45,75.45
2014-07-25,75.9,75.9
2014-07-28,78.45,78.45
2014-07-29,77.45,77.45
2014-07-30,76.45,76.45
2014-07-31,76.3,76.3
2014-08-01,76.3,76.3
2014-08-04,76.6,76.6
2014-08-05,77,77
2014-08-06,77.25,77.25
2014-08-07,77.85,77.85
2014-08-08,78.25,78.25
2014-08-11,77.55,77.55
2014-08-12,77.4,77.4
2014-08-13,77.45,77.45
2014-08-14,76.85,76.85
2014-08-15,77.65,77.65
2014-08-18,76.85,76.85
2014-08-19,76.75,76.75
2014-08-20,76.9,76.9
2014-08-21,77,77
2014-08-22,76.9,76.9
2014-08-26,77,77
2014-08-27,77,77
2014-08-28,77,77
2014-08-29,76.95,76.95
2014-09-01,77.15,77.15
2014-09-02,76.55,76.55
2014-09-03,76.15,76.15
2014-09-04,75.6,75.6
2014-09-05,75.2,75.2
2014-09-08,75.9,75.9
2014-09-09,75.2,75.2
2014-09-10,75.35,75.35
2014-09-11,75.5,75.5
2014-09-12,75.75,75.75
2014-09-15,75.55,75.55
2014-09-16,75.25,75.25
2014-09-17,75.25,75.25
2014-09-18,75.2,75.2
2014-09-19,75.1,75.1
2014-09-22,75.05,75.05
2014-09-23,75.05,75.05
2014-09-24,75,75
2014-09-25,75,75
2014-09-26,75,75
2014-09-29,72.35,72.15
2014-09-30,71.9,72.27
2014-10-01,72.62,72.62
2014-10-02,73.3,73.17
2014-10-03,72.85,72.3
2014-10-06,72.07,72.07
2014-10-07,72.25,72.3
2014-10-08,72.48,72.48
2014-10-09,72.22,72.22
2014-10-10,71.82,71.82
2014-10-13,71.55,71.55
2014-10-14,71.3,71.33
2014-10-15,71.7,71.7
2014-10-16,71.27,71.27
2014-10-17,71.4,71.22
2014-10-20,71.32,71.32
2014-10-21,71.67,71.67
2014-10-22,72.88,72.88
2014-10-23,73.2,73.2
2014-10-24,73.25,73.25
2014-10-27,73.35,73.35
2014-10-28,73.12,73.12
2014-10-29,73.22,73.22
2014-10-30,72.67,72.67
2014-10-31,72.27,72.27
2014-11-03,72,72
2014-11-04,71.55,71.55
2014-11-05,71.55,71.55
2014-11-06,71.25,71.25
2014-11-07,71.9,71.9
2014-11-10,73.05,73.05
2014-11-11,73.65,73.65
2014-11-12,73.4,73.4
2014-11-13,73.65,73.65
2014-11-14,73.4,73.4
2014-11-17,73.9,73.9
2014-11-18,74.15,74.15
2014-11-19,73.95,73.95
2014-11-20,73.9,73.9
2014-11-21,74.05,74.05
2014-11-24,73.95,73.95
2014-11-25,74.05,74.05
2014-11-26,74.05,74.05
2014-11-27,74.05,74.05
2014-11-28,73.9,73.9
2014-12-01,73,73.15
2014-12-02,72.6,72.6
2014-12-03,72.2,72.2
2014-12-04,72.15,72.15
2014-12-05,72,72
2014-12-08,71.7,71.7
2014-12-09,71.8,71.8
2014-12-10,71.65,71.65
2014-12-11,71.85,71.85
2014-12-12,71.5,71.5
2014-12-15,71.55,71.55
2014-12-16,71.3,71.3
2014-12-17,71.25,71.25
2014-12-18,71.3,71.3
2014-12-19,71.25,71.25
2014-12-22,71.3,71.3
2014-12-23,71.15,71.15
2014-12-24,71.1,71.1
2014-12-29,66.5,66.5
2014-12-31,66.15,66.15
2015-01-02,64.8,64.8
2015-01-05,62.73,62.73
2015-01-06,61.45,61.45
2015-01-07,59.37,59.37
2015-01-08,59,59
2015-01-09,58.27,58.27
2015-01-12,57.23,57.23
2015-01-13,58.12,58.12
2015-01-14,56.78,56.78
2015-01-15,55.42,55.42
2015-01-16,55.03,55.03
2015-01-19,55.62,55.62
2015-01-20,55.62,55.62
2015-01-21,57.58,57.58
2015-01-22,57.3,57.3
2015-01-23,56.7,56.7
2015-01-26,56.85,56.85
2015-01-27,57.78,57.78
2015-01-28,58.57,58.57
2015-01-29,57.92,57.92
2015-01-30,57.86,57.86
2015-02-02,57.7,57.7
2015-02-03,58.6,58.6
2015-02-04,58.75,58.75
2015-02-05,60.8,60.8
2015-02-06,61.25,61.25
2015-02-09,61.75,61.75
2015-02-10,61.65,61.65
2015-02-11,62.15,62.15
2015-02-12,62.75,62.75
2015-02-13,62.45,62.45
2015-02-16,62.55,62.55
2015-02-17,62.45,62.45
2015-02-18,62.45,62.45
2015-02-19,62,62
2015-02-20,62.25,62.25
2015-02-23,62.05,62.05
2015-02-24,61.75,61.75
2015-02-25,61.6,61.6
2015-02-26,61.8,61.8
2015-02-27,61.8,61.8
2015-03-02,63.35,63.1
2015-03-03,62.35,62.35
2015-03-04,62.8,62.8
2015-03-05,62.6,62.6
2015-03-06,61.65,61.65
2015-03-09,61.95,61.95
2015-03-10,61.9,61.9
2015-03-11,62.1,62.1
2015-03-12,62.1,62.1
2015-03-13,61.95,61.95
2015-03-16,61.5,61.5
2015-03-17,61.35,61.35
2015-03-18,61.45,61.45
2015-03-19,61,61
2015-03-20,60.95,60.95
2015-03-23,60.9,60.9
2015-03-24,60.9,60.9
2015-03-25,61,61
2015-03-26,60.9,60.9
2015-03-27,61.05,61.05
2015-03-30,58.55,58.55
2015-03-31,58.28,58.28
2015-04-01,57.9,57.9
2015-04-02,57.65,57.65
2015-04-07,56.73,56.73
2015-04-08,56.55,56.55
2015-04-09,57,57.75
2015-04-10,58.3,58.3
2015-04-13,59,59
2015-04-14,59.2,59.2
2015-04-15,59.28,59.28
2015-04-16,59.85,59.85
2015-04-17,59.55,59.55
2015-04-20,59.3,59.3
2015-04-21,59.15,59.15
2015-04-22,58.55,58.55
2015-04-23,58.62,58.62
2015-04-24,58.98,58.98
2015-04-27,59.4,59.4
2015-04-28,59.4,59.4
2015-04-29,59.95,59.95
2015-04-30,59.7,59.8
2015-05-01,59.9,59.9
2015-05-05,60.15,60.15
2015-05-06,60,60
2015-05-07,59.65,59.65
2015-05-08,59.55,59.55
2015-05-11,59.5,59.5
2015-05-12,59.35,59.35
2015-05-13,59.35,59.35
2015-05-14,59.15,59.15
2015-05-15,59.05,59.05
2015-05-18,59.05,59.05
2015-05-19,58.9,58.9
2015-05-20,58.9,58.9
2015-05-21,58.75,58.75
2015-05-22,58.75,58.75
2015-05-26,58.75,58.75
2015-05-27,58.8,58.8
2015-05-28,58.8,58.8
2015-05-29,58.85,58.85
2015-06-01,57.65,57.65
2015-06-02,58.2,58.2
2015-06-03,57.4,57.4
2015-06-04,56.9,56.9
2015-06-05,56.8,56.8
2015-06-08,56.8,56.8
2015-06-09,56.75,56.75
2015-06-10,56.8,56.8
2015-06-11,57.3,57.3
2015-06-12,57.75,57.75
2015-06-15,57.9,57.9
2015-06-16,57.85,57.85
2015-06-17,58,58
2015-06-18,58,58
2015-06-19,58,58
2015-06-22,58.3,58.3
2015-06-23,58.15,58.15
2015-06-24,58.1,58.1
2015-06-25,58.2,58.2
2015-06-26,58.2,58.2
2015-06-29,59.25,59.3
2015-06-30,60.1,60.25
2015-07-01,59.75,59.75
2015-07-02,59.5,59.5
2015-07-03,58.95,58.95
2015-07-06,58.4,58.4
2015-07-07,58.03,58.03
2015-07-08,58.27,58.27
2015-07-09,58.45,58.45
2015-07-10,58.68,58.68
2015-07-13,58.5,58.5
2015-07-14,58.65,58.55
2015-07-15,58.3,58.3
2015-07-16,58.25,58.25
2015-07-17,58.15,58.15
2015-07-20,58.38,58.38
2015-07-21,58.58,58.58
2015-07-22,58.4,58.4
2015-07-23,58.2,58.2
2015-07-24,58.25,58.25
2015-07-27,58.1,58.1
2015-07-28,57.9,57.9
2015-07-29,57.75,57.75
2015-07-30,57.85,57.85
2015-07-31,57.32,57.32
2015-08-03,56.4,56.4
2015-08-04,57.05,57.05
2015-08-05,56.8,57.5
2015-08-06,57.85,57.85
2015-08-07,57.15,57.15
2015-08-10,57.4,57.4
2015-08-11,56.4,56.4
2015-08-12,56.4,56.4
2015-08-13,56.55,56.55
2015-08-14,56.3,56.3
2015-08-17,56.3,56.3
2015-08-18,56.05,56.05
2015-08-19,55.95,55.95
2015-08-20,55.95,55.95
2015-08-21,55.9,55.9
2015-08-24,55.8,55.8
2015-08-25,55.8,55.8
2015-08-26,55.8,55.8
2015-08-27,55.8,55.8
2015-08-28,55.8,55.8
2015-08-31,54.95,54.95
2015-09-01,55.25,54.95
2015-09-02,54.85,54.85
2015-09-03,55.15,55.15
2015-09-04,54.55,54.55
2015-09-07,53.65,53.65
2015-09-08,53.9,53.9
2015-09-09,53.6,53.6
2015-09-10,53.8,53.8
2015-09-11,53.85,53.85
2015-09-14,53.65,53.65
2015-09-15,53.55,53.55
2015-09-16,54.15,54.15
2015-09-17,54.15,54.15
2015-09-18,54.1,54.1
2015-09-21,54,54
2015-09-22,53.9,53.9
2015-09-23,53.9,53.9
2015-09-24,53.85,53.85
2015-09-25,53.85,53.85
2015-09-28,51.4,51.2
2015-09-29,51.25,51.25
2015-09-30,51.6,50.58
2015-10-01,50.1,50.1
2015-10-02,50.15,50.15
2015-10-05,51.13,51.13
2015-10-06,51.9,51.9
2015-10-07,51.38,51.38
2015-10-08,51.18,51.18
2015-10-09,51.52,51.52
2015-10-12,51.08,51.08
2015-10-13,50.77,50.77
2015-10-14,50.47,50.47
2015-10-15,51.75,51.75
2015-10-16,50.85,50.85
2015-10-19,50.75,50.75
2015-10-20,50.85,50.85
2015-10-21,50.83,50.83
2015-10-22,50.9,50.9
2015-10-23,51.15,51.15
2015-10-26,51.7,51.7
2015-10-27,52.65,52.65
2015-10-28,52.55,52.55
2015-10-29,52.5,52.5
2015-10-30,52.47,52.47
2015-11-02,53.2,53.2
2015-11-03,53.6,53.6
2015-11-04,53.15,53.15
2015-11-05,53.15,53.15
2015-11-06,53.3,53.3
2015-11-09,53,53
2015-11-10,53.25,53.25
2015-11-11,53.5,53.5
2015-11-12,53.45,53.45
2015-11-13,53.45,53.45
2015-11-16,53.95,53.95
2015-11-17,54.45,54.45
2015-11-18,54.6,54.6
2015-11-19,54.55,54.55
2015-11-20,54.35,54.35
2015-11-23,54,54
2015-11-24,53.95,53.95
2015-11-25,53.95,53.95
2015-11-26,53.85,53.85
2015-11-27,53.85,53.85
2015-11-30,49.95,49.95
2015-12-01,49.7,49.7
2015-12-02,49.1,49.1
2015-12-03,48.95,48.95
2015-12-04,48.55,48.55
2015-12-07,47.75,47.75
2015-12-08,47.4,47.4
2015-12-09,47.45,47.45
2015-12-10,47.4,47.4
2015-12-11,47.35,47.35
2015-12-14,47.65,47.65
2015-12-15,47.7,47.7
2015-12-16,47.75,47.75
2015-12-17,47.75,47.75
2015-12-18,47.8,47.8
2015-12-21,47.6,47.6
2015-12-22,47.6,47.6
2015-12-23,47.8,47.8
2015-12-24,47.8,47.8
2015-12-29,47.9,47.9
2015-12-30,48.05,48.05
2015-12-31,48.05,48.05
2016-01-04,46.37,46.37
2016-01-05,46.47,46.47
2016-01-06,47.25,47.25
2016-01-08,46,46
2016-01-11,45.58,45.58
2016-01-12,45.05,45.05
2016-01-13,44.58,44.58
2016-01-14,45.7,45.7
2016-01-15,43.87,43.87
2016-01-18,43.88,43.88
2016-01-19,44.23,44.23
2016-01-20,44.62,44.62
2016-01-21,45.13,45.13
2016-01-22,45.35,45.35
2016-01-25,44.88,44.88
2016-01-26,44.93,44.93
2016-01-27,45.35,45.35
2016-01-28,45.23,45.23
2016-01-29,44.95,44.95
2016-02-01,44.3,44.3
2016-02-02,45.05,45.05
2016-02-03,45.2,45.2
2016-02-04,44.5,44.5
2016-02-05,44.15,44.15
2016-02-08,44.15,44.15
2016-02-09,43.7,43.7
2016-02-10,43.6,43.6
2016-02-11,43.6,43.6
2016-02-12,43.55,43.55
2016-02-15,43.5,43.5
2016-02-16,43.45,43.45
2016-02-17,43.55,43.55
2016-02-18,43.4,43.4
2016-02-19,43.5,43.5
2016-02-22,43.6,43.6
2016-02-23,44,44
2016-02-24,43.85,43.85
2016-02-25,43.8,43.8
2016-02-26,43.85,43.85
2016-02-29,44.3,44.3
2016-03-01,44.75,44.75
2016-03-02,44.7,44.7
2016-03-03,45.95,45.95
2016-03-04,46.35,46.35
2016-03-07,46.7,46.7
2016-03-08,46.3,46.3
2016-03-09,46.55,46.55
2016-03-10,46.55,46.55
2016-03-11,46.4,46.4
2016-03-14,45.9,45.9
2016-03-15,45.9,45.9
2016-03-16,45.95,45.95
2016-03-17,46.4,46.4
2016-03-18,46.6,46.6
2016-03-21,46.55,46.55
2016-03-22,46.3,46.3
2016-03-23,46.25,46.25
2016-03-24,46.25,46.25
2016-03-29,43.92,43.92
2016-03-30,44.6,44.6
2016-03-31,44.95,44.95
2016-04-01,44.8,44.6
2016-04-04,44.25,44.25
2016-04-05,44.33,44.33
2016-04-06,44.12,44.12
2016-04-07,43.9,43.95
2016-04-08,44.35,44.35
2016-04-11,44.62,44.62
2016-04-12,44.58,44.58
2016-04-13,44.58,44.58
2016-04-14,46.03,46.03
2016-04-15,46.23,46.23
2016-04-18,46.05,46.05
2016-04-19,47.25,47.25
2016-04-20,46.55,46.45
2016-04-21,46.25,46.1
2016-04-22,46.2,46.2
2016-04-25,46.03,46.03
2016-04-26,46.37,46.37
