国家,美国,美国,美国,美国
指标名称,期货收盘价(连续):NYMEX天然气,期货收盘价(活跃合约):NYMEX轻质原油,期货结算价(活跃合约):NYMEX轻质原油,期货收盘价(连续):NYMEX轻质原油
频率,日,日,日,日
单位,美元/百万英热单位,美元/桶,美元/桶,美元/桶
指标ID,S0069682,S0180896,S0180938,S0147004
时间区间,1990-04-03:2026-01-12,1988-03-31:2026-01-12,1988-03-31:2026-01-12,1986-07-01:2026-01-12
来源,NYMEX,NYMEX,NYMEX,NYMEX
2006-09-21,4.781,61.59,61.59,61.59
2006-09-22,4.627,60.55,60.55,60.55
2006-09-25,4.475,61.45,61.45,61.45
2006-09-26,4.526,61.01,61.01,61.01
2006-09-27,4.201,62.96,62.96,62.96
2006-09-28,5.392,62.76,62.76,62.76
2006-09-29,5.62,62.91,62.91,62.91
2006-10-02,5.643,61.03,61.03,61.03
2006-10-03,5.759,58.68,58.68,58.68
2006-10-04,5.995,59.41,59.41,59.41
2006-10-05,6.298,60.03,60.03,60.03
2006-10-06,6.427,59.76,59.76,59.76
2006-10-09,6.429,59.96,59.96,59.96
2006-10-10,6.466,60.26,60.26,58.52
2006-10-11,6.15,59.45,59.45,57.59
2006-10-12,5.782,59.68,59.68,57.86
2006-10-13,5.659,60.3,60.3,58.57
2006-10-16,6.444,61.57,61.57,59.94
2006-10-17,6.442,60.66,60.66,58.93
2006-10-18,6.807,59.3,59.3,57.65
2006-10-19,7.132,60.5,60.5,58.5
2006-10-20,7.241,59.33,59.33,56.82
2006-10-23,6.881,58.81,58.81,58.81
2006-10-24,7.091,59.35,59.35,59.35
2006-10-25,7.693,61.4,61.4,61.4
2006-10-26,7.497,60.36,60.36,60.36
2006-10-27,7.153,60.75,60.75,60.75
2006-10-30,7.416,58.36,58.36,58.36
2006-10-31,7.534,58.73,58.73,58.73
2006-11-01,7.712,58.71,58.71,58.71
2006-11-02,7.814,57.88,57.88,57.88
2006-11-03,7.884,59.14,59.14,59.14
2006-11-06,7.49,60.02,60.02,60.02
2006-11-07,7.755,58.93,58.93,58.93
2006-11-08,7.823,59.83,59.83,59.83
2006-11-09,7.955,61.16,61.16,61.16
2006-11-10,7.794,59.59,59.59,59.59
2006-11-13,7.894,60.59,60.59,58.58
2006-11-14,7.977,60.18,60.18,58.28
2006-11-15,8.12,60.72,60.72,58.76
2006-11-16,7.755,58.57,58.57,56.26
2006-11-17,8.179,58.97,58.97,55.81
2006-11-20,8.019,58.8,58.8,58.8
2006-11-21,7.988,60.17,60.17,60.17
2006-11-22,7.718,59.24,59.24,59.24
2006-11-24,7.718,59.24,59.24,59.24
2006-11-27,7.998,60.32,60.32,60.32
2006-11-28,8.318,60.99,60.99,60.99
2006-11-29,8.871,62.46,62.46,62.46
2006-11-30,8.844,63.13,63.13,63.13
2006-12-01,8.422,63.43,63.43,63.43
2006-12-04,7.806,62.44,62.44,62.44
2006-12-05,7.685,62.43,62.43,62.43
2006-12-06,7.727,62.19,62.19,62.19
2006-12-07,7.671,62.49,62.49,62.49
2006-12-08,7.561,62.03,62.03,62.03
2006-12-11,7.427,61.22,61.22,61.22
2006-12-12,7.43,61.02,61.02,61.02
2006-12-13,7.673,62.17,62.17,61.37
2006-12-14,7.555,63.33,63.33,62.51
2006-12-15,7.409,64.09,64.09,63.43
2006-12-18,7.075,62.79,62.79,62.21
2006-12-19,7.083,63.46,63.46,63.15
2006-12-20,6.769,63.72,63.72,63.72
2006-12-21,6.8,62.66,62.66,62.66
2006-12-22,6.635,62.41,62.41,62.41
2006-12-26,6.113,61.1,61.1,61.1
2006-12-27,5.838,60.34,60.34,60.34
2006-12-28,6.248,60.53,60.53,60.53
2006-12-29,6.299,61.05,61.05,61.05
2007-01-03,6.163,58.32,58.32,58.32
2007-01-04,6.162,55.59,55.59,55.59
2007-01-05,6.184,56.31,56.31,56.31
2007-01-08,6.378,56.09,56.09,56.09
2007-01-09,6.631,55.64,55.64,55.64
2007-01-10,6.755,54.02,54.02,54.02
2007-01-11,6.292,51.88,51.88,51.88
2007-01-12,6.601,53.87,53.87,52.99
2007-01-16,6.638,51.96,51.96,51.21
2007-01-17,6.234,53.13,53.13,52.24
2007-01-18,6.324,51.81,51.81,50.48
2007-01-19,6.886,53.4,53.4,51.99
2007-01-22,7.319,52.58,52.58,51.13
2007-01-23,7.597,55.04,55.04,55.04
2007-01-24,7.421,55.37,55.37,55.37
2007-01-25,6.905,54.23,54.23,54.23
2007-01-26,7.175,55.42,55.42,55.42
2007-01-29,6.917,54.01,54.01,54.01
2007-01-30,7.74,56.97,56.97,56.97
2007-01-31,7.667,58.14,58.14,58.14
2007-02-01,7.53,57.3,57.3,57.3
2007-02-02,7.476,59.02,59.02,59.02
2007-02-05,7.634,58.74,58.74,58.74
2007-02-06,7.616,58.88,58.88,58.88
2007-02-07,7.709,57.71,57.71,57.71
2007-02-08,7.871,59.71,59.71,59.71
2007-02-09,7.827,59.89,59.89,59.89
2007-02-12,7.226,57.81,57.81,57.81
2007-02-13,7.367,59.85,59.85,59.06
2007-02-14,7.241,58.57,58.57,58
2007-02-15,7.292,58.51,58.51,57.99
2007-02-16,7.503,59.86,59.86,59.39
2007-02-20,7.585,58.85,58.85,58.07
2007-02-21,7.646,60.07,60.07,60.07
2007-02-22,7.727,60.95,60.95,60.95
2007-02-23,7.755,61.14,61.14,61.14
2007-02-26,7.547,61.39,61.39,61.39
2007-02-27,7.533,61.46,61.46,61.46
2007-02-28,7.3,61.79,61.79,61.79
2007-03-01,7.288,62,62,62
2007-03-02,7.243,61.64,61.64,61.64
2007-03-05,7.254,60.07,60.07,60.07
2007-03-06,7.472,60.69,60.69,60.69
2007-03-07,7.366,61.82,61.82,61.82
2007-03-08,7.239,61.64,61.64,61.64
2007-03-09,7.083,60.05,60.05,60.05
2007-03-12,6.912,60.77,60.77,58.91
2007-03-13,6.892,60.16,60.16,57.93
2007-03-14,7.083,60.47,60.47,58.16
2007-03-15,6.959,59.96,59.96,57.55
2007-03-16,6.924,59.58,59.58,57.11
2007-03-19,6.847,59.7,59.7,56.59
2007-03-20,6.91,59.25,59.25,56.73
2007-03-21,7.16,59.61,59.61,59.61
2007-03-22,7.32,61.69,61.69,61.69
2007-03-23,7.269,62.28,62.28,62.28
2007-03-26,7.254,62.91,62.91,62.91
2007-03-27,7.503,62.93,62.93,62.93
2007-03-28,7.558,64.08,64.08,64.08
2007-03-29,7.609,66.03,66.03,66.03
2007-03-30,7.73,65.87,65.87,65.87
2007-04-02,7.671,65.94,65.94,65.94
2007-04-03,7.426,64.64,64.64,64.64
2007-04-04,7.515,64.38,64.38,64.38
2007-04-05,7.607,64.28,64.28,64.28
2007-04-09,7.546,61.51,61.51,61.51
2007-04-10,7.869,61.89,61.89,61.89
2007-04-11,7.855,62.01,62.01,62.01
2007-04-12,7.924,66.34,66.34,63.85
2007-04-13,7.801,66.33,66.33,63.63
2007-04-16,7.53,65.67,65.67,63.61
2007-04-17,7.418,64.46,64.46,63.1
2007-04-18,7.497,64.38,64.38,63.13
2007-04-19,7.492,63.32,63.32,61.83
2007-04-20,7.381,64.11,64.11,63.38
2007-04-23,7.562,65.89,65.89,65.89
2007-04-24,7.598,64.58,64.58,64.58
2007-04-25,7.689,65.84,65.84,65.84
2007-04-26,7.508,65.06,65.06,65.06
2007-04-27,7.831,66.46,66.46,66.46
2007-04-30,7.863,65.71,65.71,65.71
2007-05-01,7.718,64.4,64.4,64.4
2007-05-02,7.73,63.68,63.68,63.68
2007-05-03,7.947,63.19,63.19,63.19
2007-05-04,7.938,61.93,61.93,61.93
2007-05-07,7.779,61.47,61.47,61.47
2007-05-08,7.637,62.26,62.26,62.26
2007-05-09,7.72,61.55,61.55,61.55
2007-05-10,7.726,63.43,63.43,61.81
2007-05-11,7.899,64.12,64.12,62.37
2007-05-14,7.952,63.89,63.89,62.46
2007-05-15,7.864,64.6,64.6,63.17
2007-05-16,7.89,63.95,63.95,62.55
2007-05-17,8.075,65.92,65.92,64.86
2007-05-18,7.944,65.98,65.98,64.94
2007-05-21,7.913,66.87,66.87,66.27
2007-05-22,7.801,65.51,65.51,64.97
2007-05-23,7.757,65.77,65.77,65.77
2007-05-24,7.681,64.18,64.18,64.18
2007-05-25,7.64,65.2,65.2,65.2
2007-05-29,7.591,63.15,63.15,63.15
2007-05-30,7.941,63.49,63.49,63.49
2007-05-31,7.935,64.01,64.01,64.01
2007-06-01,7.878,65.08,65.08,65.08
2007-06-04,8.191,66.21,66.21,66.21
2007-06-05,8.064,65.61,65.61,65.61
2007-06-06,8.08,65.96,65.96,65.96
2007-06-07,7.825,66.93,66.93,66.93
2007-06-08,7.663,64.76,64.76,64.76
2007-06-11,7.608,65.97,65.97,65.97
2007-06-12,7.682,65.35,65.35,65.35
2007-06-13,7.608,66.93,66.93,66.26
2007-06-14,7.808,68.14,68.14,67.65
2007-06-15,7.918,68.54,68.54,68
2007-06-18,7.69,69.62,69.62,69.09
2007-06-19,7.519,69.54,69.54,69.1
2007-06-20,7.391,68.86,68.86,68.19
2007-06-21,7.348,68.65,68.65,68.65
2007-06-22,7.13,69.14,69.14,69.14
2007-06-25,6.94,69.18,69.18,69.18
2007-06-26,6.877,67.77,67.77,67.77
2007-06-27,6.929,68.97,68.97,68.97
2007-06-28,6.655,69.57,69.57,69.57
2007-06-29,6.773,70.68,70.68,70.68
2007-07-02,6.764,71.09,71.09,71.09
2007-07-03,6.754,71.41,71.41,71.41
2007-07-05,6.618,71.81,71.81,71.81
2007-07-06,6.444,72.81,72.81,72.81
2007-07-09,6.41,72.19,72.19,72.19
2007-07-10,6.699,73.19,73.19,72.81
2007-07-11,6.6,72.94,72.94,72.56
2007-07-12,6.497,72.87,72.87,72.5
2007-07-13,6.662,74.13,74.13,73.93
2007-07-16,6.376,74.23,74.23,74.15
2007-07-17,6.307,74.11,74.11,74.02
2007-07-18,6.528,75.3,75.3,75.05
2007-07-19,6.706,76.07,76.07,75.92
2007-07-20,6.446,75.79,75.79,75.57
2007-07-23,6.039,74.89,74.89,74.89
2007-07-24,5.863,73.56,73.56,73.56
2007-07-25,5.925,75.88,75.88,75.88
2007-07-26,5.943,74.95,74.95,74.95
2007-07-27,6.11,77.02,77.02,77.02
2007-07-30,6.499,76.83,76.83,76.83
2007-07-31,6.191,78.21,78.21,78.21
2007-08-01,6.352,76.53,76.53,76.53
2007-08-02,6.106,76.86,76.86,76.86
2007-08-03,6.09,75.48,75.48,75.48
2007-08-06,6.208,72.06,72.06,72.06
2007-08-07,6.201,72.42,72.42,72.42
2007-08-08,6.22,72.15,72.15,72.15
2007-08-09,6.586,71.59,71.59,71.59
2007-08-10,6.82,71.47,71.47,71.47
2007-08-13,6.794,71.62,71.62,71.62
2007-08-14,6.94,72.02,72.02,72.38
2007-08-15,6.864,73.21,73.21,73.33
2007-08-16,6.875,70.87,70.87,71
2007-08-17,7.01,71.82,71.82,71.98
2007-08-20,6.04,70.96,70.96,71.12
2007-08-21,5.817,69.57,69.57,69.47
2007-08-22,5.578,69.26,69.26,69.26
2007-08-23,5.622,69.83,69.83,69.83
2007-08-24,5.523,71.09,71.09,71.09
2007-08-27,5.38,71.97,71.97,71.97
2007-08-28,5.593,71.73,71.73,71.73
2007-08-29,5.43,73.51,73.51,73.51
2007-08-30,5.635,73.36,73.36,73.36
2007-08-31,5.468,74.04,74.04,74.04
2007-09-04,5.629,75.08,75.08,75.08
2007-09-05,5.805,75.73,75.73,75.73
2007-09-06,5.65,76.3,76.3,76.3
2007-09-07,5.501,76.7,76.7,76.7
2007-09-10,5.891,77.49,77.49,77.49
2007-09-11,5.934,78.23,78.23,78.23
2007-09-12,6.438,79.91,79.91,79.91
2007-09-13,6.029,78.78,78.78,80.09
2007-09-14,6.279,78.09,78.09,79.1
2007-09-17,6.653,79.38,79.38,80.57
2007-09-18,6.568,80.23,80.23,81.51
2007-09-19,6.18,80.85,80.85,81.93
2007-09-20,6.008,81.78,81.78,83.32
2007-09-21,6.08,81.62,81.62,81.62
2007-09-24,6.37,80.95,80.95,80.95
2007-09-25,6.36,79.53,79.53,79.53
2007-09-26,6.423,80.3,80.3,80.3
2007-09-27,6.919,82.88,82.88,82.88
2007-09-28,6.87,81.66,81.66,81.66
2007-10-01,7.05,80.24,80.24,80.24
2007-10-02,7.427,80.05,80.05,80.05
2007-10-03,7.277,79.94,79.94,79.94
2007-10-04,7.412,81.44,81.44,81.44
2007-10-05,7.073,81.22,81.22,81.22
2007-10-08,6.846,79.02,79.02,79.02
2007-10-09,6.863,79.54,79.54,80.26
2007-10-10,7.01,80.61,80.61,81.3
2007-10-11,6.876,82.26,82.26,83.08
2007-10-12,6.974,82.74,82.74,83.69
2007-10-15,7.445,85.13,85.13,86.13
2007-10-16,7.367,86.58,86.58,87.61
2007-10-17,7.458,86.19,86.19,87.4
2007-10-18,7.374,88.04,88.04,89.47
2007-10-19,7.041,86.95,86.95,88.6
2007-10-22,6.891,86.02,86.02,87.56
2007-10-23,6.761,85.27,85.27,85.27
2007-10-24,6.972,87.1,87.1,87.1
2007-10-25,7.188,90.46,90.46,90.46
2007-10-26,7.218,91.86,91.86,91.86
2007-10-29,7.269,93.53,93.53,93.53
2007-10-30,8.021,90.38,90.38,90.38
2007-10-31,8.33,94.53,94.53,94.53
2007-11-01,8.637,93.49,93.49,93.49
2007-11-02,8.418,95.93,95.93,95.93
2007-11-05,7.999,93.98,93.98,93.98
2007-11-06,7.863,96.7,96.7,96.7
2007-11-07,7.624,96.37,96.37,96.37
2007-11-08,7.713,95.46,95.46,95.46
2007-11-09,7.897,96.32,96.32,96.32
2007-11-12,7.961,94.62,94.62,94.62
2007-11-13,7.949,90.2,90.2,91.17
2007-11-14,7.835,92.83,92.83,94.09
2007-11-15,7.7,92.07,92.07,93.43
2007-11-16,8.001,93.84,93.84,95.1
2007-11-19,7.787,94.64,94.64,94.64
2007-11-20,7.477,98.03,98.03,98.03
2007-11-21,7.55,97.29,97.29,97.29
2007-11-23,7.7,98.18,98.18,98.18
2007-11-26,7.723,97.7,97.7,97.7
2007-11-27,7.557,94.42,94.42,94.42
2007-11-28,7.203,90.62,90.62,90.62
2007-11-29,7.452,91.01,91.01,91.01
2007-11-30,7.302,88.71,88.71,88.71
2007-12-03,7.214,89.31,89.31,89.31
2007-12-04,7.155,88.32,88.32,88.32
2007-12-05,7.185,87.49,87.49,87.49
2007-12-06,7.33,90.23,90.23,90.23
2007-12-07,7.155,88.28,88.28,88.28
2007-12-10,7.032,87.86,87.86,87.86
2007-12-11,7.085,90.02,90.02,90.02
2007-12-12,7.408,94.39,94.39,94.39
2007-12-13,7.193,92.46,92.46,92.25
2007-12-14,7.025,91.55,91.55,91.27
2007-12-17,7.035,91.05,91.05,90.63
2007-12-18,7.141,90.08,90.08,90.49
2007-12-19,7.179,91.24,91.24,91.24
2007-12-20,7.137,91.06,91.06,91.06
2007-12-21,7.19,93.31,93.31,93.31
2007-12-24,7.025,94.13,94.13,94.13
2007-12-26,7.046,95.97,95.97,95.97
2007-12-27,7.172,96.62,96.62,96.62
2007-12-28,7.386,96,96,96
2007-12-31,7.483,95.98,95.98,95.98
2008-01-02,7.85,99.62,99.62,99.62
2008-01-03,7.674,99.18,99.18,99.18
2008-01-04,7.841,97.91,97.91,97.91
2008-01-07,7.879,95.09,95.09,95.09
2008-01-08,7.967,96.33,96.33,96.33
2008-01-09,8.099,95.67,95.67,95.67
2008-01-10,8.259,93.21,93.21,93.71
2008-01-11,8.21,92.16,92.16,92.69
2008-01-14,8.353,93.87,93.87,94.2
2008-01-15,8.196,91.73,91.73,91.9
2008-01-16,8.133,90.36,90.36,90.84
2008-01-17,8.081,89.57,89.57,90.13
2008-01-18,7.993,89.92,89.92,90.57
2008-01-22,7.67,89.21,89.21,89.85
2008-01-23,7.621,86.99,86.99,86.99
2008-01-24,7.802,89.41,89.41,89.41
2008-01-25,7.983,90.71,90.71,90.71
2008-01-28,8.095,90.99,90.99,90.99
2008-01-29,7.996,91.64,91.64,91.64
2008-01-30,8.045,92.33,92.33,92.33
2008-01-31,8.074,91.75,91.75,91.75
2008-02-01,7.74,88.96,88.96,88.96
2008-02-04,7.869,90.02,90.02,90.02
2008-02-05,7.942,88.41,88.41,88.41
2008-02-06,7.994,87.14,87.14,87.14
2008-02-07,8.102,88.11,88.11,88.11
2008-02-08,8.301,91.77,91.77,91.77
2008-02-11,8.531,93.59,93.59,93.59
2008-02-12,8.436,92.78,92.78,92.78
2008-02-13,8.388,93.41,93.41,93.27
2008-02-14,8.772,95.55,95.55,95.46
2008-02-15,8.66,95.45,95.45,95.5
2008-02-19,8.977,99.7,99.7,100.01
2008-02-20,8.965,99.7,99.7,100.74
2008-02-21,8.891,98.23,98.23,98.23
2008-02-22,9.146,98.81,98.81,98.81
2008-02-25,9.186,99.23,99.23,99.23
2008-02-26,9.206,100.88,100.88,100.88
2008-02-27,8.93,99.64,99.64,99.64
2008-02-28,9.443,102.59,102.59,102.59
2008-02-29,9.366,101.84,101.84,101.84
2008-03-03,9.346,102.45,102.45,102.45
2008-03-04,9.353,99.52,99.52,99.52
2008-03-05,9.741,104.52,104.52,104.52
2008-03-06,9.742,105.47,105.47,105.47
2008-03-07,9.769,105.15,105.15,105.15
2008-03-10,10.024,107.9,107.9,107.9
2008-03-11,10,108.75,108.75,108.75
2008-03-12,10.011,109.92,109.92,109.92
2008-03-13,10.23,110.33,110.33,110.33
2008-03-14,9.868,110.21,110.21,110.21
2008-03-17,9.1,105.68,105.68,105.68
2008-03-18,9.414,109.42,109.42,109.42
2008-03-19,9.024,102.54,102.54,104.48
2008-03-20,9.065,101.84,101.84,101.84
2008-03-24,9.329,100.86,100.86,100.86
2008-03-25,9.419,101.22,101.22,101.22
2008-03-26,9.572,105.9,105.9,105.9
2008-03-27,9.578,107.58,107.58,107.58
2008-03-28,9.8,105.62,105.62,105.62
2008-03-31,10.101,101.58,101.58,101.58
2008-04-01,9.724,100.98,100.98,100.98
2008-04-02,9.832,104.83,104.83,104.83
2008-04-03,9.417,103.83,103.83,103.83
2008-04-04,9.322,106.23,106.23,106.23
2008-04-07,9.791,109.09,109.09,109.09
2008-04-08,9.697,108.5,108.5,108.5
2008-04-09,10.056,110.87,110.87,110.87
2008-04-10,10.098,110.11,110.11,110.11
2008-04-11,9.901,110.14,110.14,110.14
2008-04-14,10.053,111.76,111.76,111.76
2008-04-15,10.205,113.79,113.79,113.79
2008-04-16,10.433,114.93,114.93,114.93
2008-04-17,10.383,114.86,114.86,114.86
2008-04-18,10.587,116.69,116.69,116.69
2008-04-21,10.733,116.63,116.63,117.48
2008-04-22,10.607,118.07,118.07,119.37
2008-04-23,10.781,118.3,118.3,118.3
2008-04-24,10.79,116.06,116.06,116.06
2008-04-25,10.963,118.52,118.52,118.52
2008-04-28,11.28,118.75,118.75,118.75
2008-04-29,10.842,115.63,115.63,115.63
2008-04-30,10.843,113.46,113.46,113.46
2008-05-01,10.561,112.52,112.52,112.52
2008-05-02,10.777,116.32,116.32,116.32
2008-05-05,11.178,119.97,119.97,119.97
2008-05-06,11.15,121.84,121.84,121.84
2008-05-07,11.327,123.53,123.53,123.53
2008-05-08,11.263,123.69,123.69,123.69
2008-05-09,11.537,125.96,125.96,125.96
2008-05-12,11.301,124.23,124.23,124.23
2008-05-13,11.422,125.8,125.8,125.8
2008-05-14,11.598,124.22,124.22,124.22
2008-05-15,11.399,124.12,124.12,124.12
2008-05-16,11.094,126.29,126.29,126.29
2008-05-19,10.954,127.05,127.05,127.05
2008-05-20,11.365,128.98,128.98,129.07
2008-05-21,11.64,133.17,133.17,133.17
2008-05-22,11.697,130.81,130.81,130.81
2008-05-23,11.857,132.19,132.19,132.19
2008-05-27,11.801,128.85,128.85,128.85
2008-05-28,11.916,131.03,131.03,131.03
2008-05-29,11.474,126.62,126.62,126.62
2008-05-30,11.703,127.35,127.35,127.35
2008-06-02,11.969,127.76,127.76,127.76
2008-06-03,12.221,124.31,124.31,124.31
2008-06-04,12.379,122.3,122.3,122.3
2008-06-05,12.519,127.79,127.79,127.79
2008-06-06,12.693,138.54,138.54,138.54
2008-06-09,12.604,134.35,134.35,134.35
2008-06-10,12.435,131.31,131.31,131.31
2008-06-11,12.66,136.38,136.38,136.38
2008-06-12,12.798,136.74,136.74,136.74
2008-06-13,12.625,134.86,134.86,134.86
2008-06-16,12.933,134.61,134.61,134.61
2008-06-17,12.952,134.01,134.01,134.01
2008-06-18,13.21,136.68,136.68,136.68
2008-06-19,12.861,131.93,131.93,131.93
2008-06-20,12.994,135.36,135.36,134.62
2008-06-23,13.203,136.74,136.74,136.74
2008-06-24,13.011,137,137,137
2008-06-25,12.753,134.55,134.55,134.55
2008-06-26,13.105,139.64,139.64,139.64
2008-06-27,13.198,140.21,140.21,140.21
2008-06-30,13.353,140,140,140
2008-07-01,13.505,140.97,140.97,140.97
2008-07-02,13.389,143.57,143.57,143.57
2008-07-03,13.577,145.29,145.29,145.29
2008-07-07,12.977,141.37,141.37,141.37
2008-07-08,12.368,136.04,136.04,136.04
2008-07-09,12.006,136.05,136.05,136.05
2008-07-10,12.3,141.65,141.65,141.65
2008-07-11,11.904,145.08,145.08,145.08
2008-07-14,11.959,145.18,145.18,145.18
2008-07-15,11.477,138.74,138.74,138.74
2008-07-16,11.398,134.6,134.6,134.6
2008-07-17,10.537,129.29,129.29,129.29
2008-07-18,10.57,128.88,128.88,128.88
2008-07-21,10.51,131.04,131.04,131.04
2008-07-22,10.067,128.42,128.42,127.95
2008-07-23,9.788,124.44,124.44,124.44
2008-07-24,9.323,125.49,125.49,125.49
2008-07-25,9.084,123.26,123.26,123.26
2008-07-28,9.163,124.73,124.73,124.73
2008-07-29,9.217,122.19,122.19,122.19
2008-07-30,9.248,126.77,126.77,126.77
2008-07-31,9.119,124.08,124.08,124.08
2008-08-01,9.389,125.1,125.1,125.1
2008-08-04,8.726,121.41,121.41,121.41
2008-08-05,8.726,119.17,119.17,119.17
2008-08-06,8.773,118.58,118.58,118.58
2008-08-07,8.571,120.02,120.02,120.02
2008-08-08,8.248,115.2,115.2,115.2
2008-08-11,8.349,114.45,114.45,114.45
2008-08-12,8.33,113.01,113.01,113.01
2008-08-13,8.456,116,116,116
2008-08-14,8.136,115.01,115.01,115.01
2008-08-15,8.092,113.77,113.77,113.77
2008-08-18,7.888,112.87,112.87,112.87
2008-08-19,7.976,114.53,114.53,114.53
2008-08-20,8.077,115.56,115.56,114.98
2008-08-21,8.252,121.18,121.18,121.18
2008-08-22,7.843,114.59,114.59,114.59
2008-08-25,7.825,115.11,115.11,115.11
2008-08-26,8.278,116.27,116.27,116.27
2008-08-27,8.394,118.15,118.15,118.15
2008-08-28,8.05,115.59,115.59,115.59
2008-08-29,7.943,115.46,115.46,115.46
2008-09-02,7.261,109.71,109.71,109.71
2008-09-03,7.264,109.35,109.35,109.35
2008-09-04,7.322,107.89,107.89,107.89
2008-09-05,7.449,106.23,106.23,106.23
2008-09-08,7.527,106.34,106.34,106.34
2008-09-09,7.535,103.26,103.26,103.26
2008-09-10,7.393,102.58,102.58,102.58
2008-09-11,7.248,100.87,100.87,100.87
2008-09-12,7.366,101.18,101.18,101.18
2008-09-15,7.374,95.71,95.71,95.71
2008-09-16,7.279,91.15,91.15,91.15
2008-09-17,7.91,97.16,97.16,97.16
2008-09-18,7.621,97.88,97.88,97.88
2008-09-19,7.531,104.55,104.55,104.55
2008-09-22,7.658,109.37,109.37,120.92
2008-09-23,7.931,106.61,106.61,106.61
2008-09-24,7.679,105.73,105.73,105.73
2008-09-25,7.724,108.02,108.02,108.02
2008-09-26,7.472,106.89,106.89,106.89
2008-09-29,7.221,96.37,96.37,96.37
2008-09-30,7.438,100.64,100.64,100.64
2008-10-01,7.728,98.53,98.53,98.53
2008-10-02,7.481,93.97,93.97,93.97
2008-10-03,7.358,93.88,93.88,93.88
2008-10-06,6.835,87.81,87.81,87.81
2008-10-07,6.768,90.06,90.06,90.06
2008-10-08,6.742,88.95,88.95,88.95
2008-10-09,6.825,86.59,86.59,86.59
2008-10-10,6.535,77.7,77.7,77.7
2008-10-13,6.688,81.19,81.19,81.19
2008-10-14,6.727,78.63,78.63,78.63
2008-10-15,6.592,74.54,74.54,74.54
2008-10-16,6.703,69.85,69.85,69.85
2008-10-17,6.786,71.85,71.85,71.85
2008-10-20,6.741,74.39,74.39,74.25
2008-10-21,6.844,72.18,72.18,70.89
2008-10-22,6.777,66.75,66.75,66.75
2008-10-23,6.419,67.84,67.84,67.84
2008-10-24,6.239,64.15,64.15,64.15
2008-10-27,6.121,63.22,63.22,63.22
2008-10-28,6.186,62.73,62.73,62.73
2008-10-29,6.469,67.5,67.5,67.5
2008-10-30,6.431,65.96,65.96,65.96
2008-10-31,6.783,67.81,67.81,67.81
2008-11-03,6.838,63.91,63.91,63.91
2008-11-04,7.219,70.53,70.53,70.53
2008-11-05,7.249,65.3,65.3,65.3
2008-11-06,6.979,60.77,60.77,60.77
2008-11-07,6.757,61.04,61.04,61.04
2008-11-10,7.248,62.41,62.41,62.41
2008-11-11,6.705,59.33,59.33,59.33
2008-11-12,6.405,56.16,56.16,56.16
2008-11-13,6.318,58.24,58.24,58.24
2008-11-14,6.312,57.04,57.04,57.04
2008-11-17,6.533,54.95,54.95,54.95
2008-11-18,6.516,54.39,54.39,54.39
2008-11-19,6.743,53.62,53.62,53.62
2008-11-20,6.316,49.42,49.42,49.62
2008-11-21,6.48,49.93,49.93,49.93
2008-11-24,6.888,54.5,54.5,54.5
2008-11-25,6.386,50.77,50.77,50.77
2008-11-26,6.878,54.44,54.44,54.44
2008-11-28,6.51,54.43,54.43,54.43
2008-12-01,6.604,49.28,49.28,49.28
2008-12-02,6.424,46.96,46.96,46.96
2008-12-03,6.347,46.79,46.79,46.79
2008-12-04,6.017,43.67,43.67,43.67
2008-12-05,5.742,40.81,40.81,40.81
2008-12-08,5.566,43.71,43.71,43.71
2008-12-09,5.579,42.07,42.07,42.07
2008-12-10,5.686,43.52,43.52,43.52
2008-12-11,5.598,47.98,47.98,47.98
2008-12-12,5.488,46.28,46.28,46.28
2008-12-15,5.645,44.51,44.51,44.51
2008-12-16,5.751,43.6,43.6,43.6
2008-12-17,5.619,40.06,40.06,40.06
2008-12-18,5.548,41.67,41.67,36.22
2008-12-19,5.334,42.36,42.36,33.87
2008-12-22,5.294,39.91,39.91,39.91
2008-12-23,5.737,38.98,38.98,38.98
2008-12-24,5.91,35.35,35.35,35.35
2008-12-26,5.826,37.71,37.71,37.71
2008-12-29,6.136,40.02,40.02,40.02
2008-12-30,5.859,39.03,39.03,39.03
2008-12-31,5.622,44.6,44.6,44.6
2009-01-02,5.971,46.34,46.34,46.34
2009-01-05,6.072,48.81,48.81,48.81
2009-01-06,5.983,48.58,48.58,48.58
2009-01-07,5.872,42.63,42.63,42.63
2009-01-08,5.583,41.7,41.7,41.7
2009-01-09,5.516,40.83,40.83,40.83
2009-01-12,5.542,37.59,37.59,37.59
2009-01-13,5.184,37.78,37.78,37.78
2009-01-14,4.97,37.28,37.28,37.28
2009-01-15,4.843,35.4,35.4,35.4
2009-01-16,4.801,42.57,42.57,36.51
2009-01-20,4.642,40.84,40.84,38.74
2009-01-21,4.78,43.55,43.55,43.55
2009-01-22,4.681,43.67,43.67,43.67
2009-01-23,4.518,46.47,46.47,46.47
2009-01-26,4.49,45.73,45.73,45.73
2009-01-27,4.503,41.58,41.58,41.58
2009-01-28,4.476,42.16,42.16,42.16
2009-01-29,4.576,41.44,41.44,41.44
2009-01-30,4.417,41.68,41.68,41.68
2009-02-02,4.557,40.08,40.08,40.08
2009-02-03,4.513,40.78,40.78,40.78
2009-02-04,4.597,40.32,40.32,40.32
2009-02-05,4.642,41.17,41.17,41.17
